Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Notes,ID,Currency conversion fee,Currency (Currency conversion fee)
Market buy,2022-08-09 15:50:59,US00202F1021,AMKBY,"AP Moller Maersk",0.4023490000,14.26,USD,1.02272,,"EUR",5.62,"EUR",,,,,,,,EOF2009406207,0.01,"EUR"
Market buy,2022-08-10 07:00:31,JE00B2NFTL95,LBUL,"WisdomTree Gold 2x Leveraged",0.5759370000,53.76,USD,1.02118,,"EUR",30.37,"EUR",,,,,,,,EOF2009425798,0.05,"EUR"
Market buy,2022-08-10 07:00:32,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.2256720000,19.01,USD,1.02116,,"EUR",4.21,"EUR",,,,,,,,EOF2009425933,0.01,"EUR"
Market buy,2022-08-10 07:00:32,JE00B2NFTF36,LCOP,"WisdomTree Copper 2x Leveraged",1.5707100000,7.02,USD,1.02117,,"EUR",10.81,"EUR",,,,,,,,EOF2009425943,0.02,"EUR"
Market buy,2022-08-10 07:00:35,JE00BDD9QB77,LNIK,"WisdomTree Nickel 2x Leveraged",0.2855470000,48.78,USD,1.02118,,"EUR",13.66,"EUR",,,,,,,,EOF2009426495,0.02,"EUR"
Market buy,2022-08-10 07:00:40,JE00B2NFTC05,LALU,"WisdomTree Aluminium 2x Leveraged",1.1234100000,2.83,USD,1.02118,,"EUR",3.11,"EUR",,,,,,,,EOF2009426661,,
Market buy,2022-08-10 07:01:00,IE00B7XD2195,3SIL,"WisdomTree Silver 3x Leveraged",2.8393000000,1.04,USD,1.02116,,"EUR",2.90,"EUR",,,,,,,,EOF2009426833,,
Market buy,2022-08-10 07:02:24,JE00B2NFTG43,LCOR,"WisdomTree Corn 2x Leveraged",1.1949500000,2.99,USD,1.02117,,"EUR",3.51,"EUR",,,,,,,,EOF2009427136,0.01,"EUR"
Market buy,2022-08-10 07:02:43,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",1.9859040000,10.67,USD,1.02118,,"EUR",20.78,"EUR",,,,,,,,EOF2009427208,0.03,"EUR"
Market buy,2022-08-10 07:02:43,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",1.6796430000,10.67,USD,1.02118,,"EUR",17.58,"EUR",,,,,,,,EOF2009427205,0.03,"EUR"
Market buy,2022-08-10 07:05:51,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",0.3948100000,41.10,USD,1.02118,,"EUR",15.91,"EUR",,,,,,,,EOF2009427522,0.02,"EUR"
Market buy,2022-08-10 07:07:46,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",16.0000000000,5.67,USD,1.02163,,"EUR",88.89,"EUR",,,,,,,,EOF2009427610,0.13,"EUR"
Market buy,2022-08-10 07:08:22,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",40.0000000000,1.93,EUR,1.00000,,"EUR",77.16,"EUR",,,,,,,,EOF2009427642,,
Market buy,2022-08-11 08:20:33,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",20.0000000000,5.26,USD,1.03277,,"EUR",102.06,"EUR",,,,,,,,EOF2011355062,0.15,"EUR"
Dividend (Ordinary),2022-08-11 13:40:14,US6549022043,NOK,"Nokia",14.3154500000,0.01,USD,Not available,,,0.18,"EUR",0.10,USD,,,,,,,,
Limit buy,2022-08-15 11:25:33,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",20.0000000000,5.10,USD,1.02011,,"EUR",100.09,"EUR",,,,,,,,EOF2014226265,0.15,"EUR"
Market buy,2022-08-15 15:00:13,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",25.0000000000,5.08,USD,1.01932,,"EUR",124.66,"EUR",,,,,,,,EOF2015180428,0.19,"EUR"
Market buy,2022-08-15 15:02:34,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",13.0000000000,1.83,EUR,1.00000,,"EUR",23.85,"EUR",,,,,,,,EOF2015180858,,
Limit buy,2022-08-16 08:37:11,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",40.0000000000,1.80,EUR,1.00000,,"EUR",72.00,"EUR",,,,,,,,EOF2016070742,,
Market sell,2022-08-22 13:48:39,US0126531013,ALB,"Albemarle",0.3000000000,269.68,USD,0.99930,23.41,"EUR",80.84,"EUR",,,,,,,,EOF2024153086,0.12,"EUR"
Market buy,2022-08-22 13:53:16,IE00B7XD2195,3SIL,"WisdomTree Silver 3x Leveraged",20.0000000000,0.80,USD,0.99749,,"EUR",15.96,"EUR",,,,,,,,EOF2024154259,0.02,"EUR"
Market buy,2022-08-22 13:55:37,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.1724570000,17.36,USD,0.99766,,"EUR",3.00,"EUR",,,,,,,,EOF2024154787,,
Market buy,2022-08-22 13:55:37,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.0804180000,49.50,USD,0.99766,,"EUR",4.00,"EUR",,,,,,,,EOF2024154776,0.01,"EUR"
Market buy,2022-08-22 13:55:37,CA67077M1086,NTR,"Nutrien",0.0497720000,90.00,USD,0.99765,,"EUR",4.50,"EUR",,,,,,,,EOF2024154773,0.01,"EUR"
Market buy,2022-08-22 13:55:37,JE00B2NFTG43,LCOR,"WisdomTree Corn 2x Leveraged",0.8142600000,3.06,USD,0.99763,,"EUR",2.50,"EUR",,,,,,,,EOF2024154784,,
Market buy,2022-08-22 13:55:37,CA13321L1085,CCJ,"Cameco",0.1553030000,22.42,USD,0.99767,,"EUR",3.50,"EUR",,,,,,,,EOF2024154779,0.01,"EUR"
Market buy,2022-08-22 13:55:38,US61945C1036,MOS,"Mosaic",0.0743770000,53.52,USD,0.99765,,"EUR",4.00,"EUR",,,,,,,,EOF2024154795,0.01,"EUR"
Market buy,2022-08-22 13:55:39,CA2926717083,UUUU,"Energy Fuels",0.6983600000,5.70,USD,0.99765,,"EUR",4.00,"EUR",,,,,,,,EOF2024154805,0.01,"EUR"
Market buy,2022-08-22 13:55:40,MHY8162K2046,SBLK,"Star Bulk Carriers",0.1605120000,24.80,USD,0.99766,,"EUR",4.00,"EUR",,,,,,,,EOF2024154808,0.01,"EUR"
Market buy,2022-08-22 13:55:44,US1252691001,CF,"CF Industries",0.0380636000,104.58,USD,0.99766,,"EUR",4.00,"EUR",,,,,,,,EOF2024154818,0.01,"EUR"
Market buy,2022-08-22 13:55:58,US00202F1021,AMKBY,"AP Moller Maersk",0.3083420000,12.91,USD,0.99766,,"EUR",4.00,"EUR",,,,,,,,EOF2024154881,0.01,"EUR"
Market buy,2022-08-22 14:01:19,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",1.1597020000,10.75,USD,0.99767,,"EUR",12.51,"EUR",,,,,,,,EOF2024156005,0.02,"EUR"
Market buy,2022-08-23 13:30:01,US6516391066,NEM,"Newmont",3.0000000000,44.06,USD,0.99420,,"EUR",133.15,"EUR",,,,,,,,EOF2025214381,0.20,"EUR"
Market buy,2022-08-23 13:30:01,US6516391066,NEM,"Newmont",0.2000000000,44.06,USD,0.99458,,"EUR",8.87,"EUR",,,,,,,,EOF2025214378,0.01,"EUR"
Market buy,2022-08-23 14:42:37,JE00B2NFTL95,LBUL,"WisdomTree Gold 2x Leveraged",0.3063750000,51.24,USD,0.99737,,"EUR",15.76,"EUR",,,,,,,,EOF2025234339,0.02,"EUR"
Market buy,2022-08-23 14:42:38,JE00BDD9QB77,LNIK,"WisdomTree Nickel 2x Leveraged",0.1830520000,49.80,USD,0.99737,,"EUR",9.15,"EUR",,,,,,,,EOF2025234345,0.01,"EUR"
Market buy,2022-08-23 14:42:41,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",0.0342454000,236.49,USD,0.99737,,"EUR",8.13,"EUR",,,,,,,,EOF2025234354,0.01,"EUR"
Market buy,2022-08-23 14:42:44,JE00B2NFV134,LPLA,"WisdomTree Platinum 2x Leveraged",4.5755300000,1.77,USD,0.99737,,"EUR",8.13,"EUR",,,,,,,,EOF2025234366,0.01,"EUR"
Market buy,2022-08-23 15:19:36,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",0.8286430000,11.62,USD,0.99737,,"EUR",9.66,"EUR",,,,,,,,EOF2025239065,0.01,"EUR"
Dividend (Ordinary),2022-09-01 11:20:00,US1252691001,CF,"CF Industries",0.6673504000,0.34,USD,Not available,,,0.23,"EUR",0.04,USD,,,,,,,,
Dividend (Ordinary),2022-09-02 10:11:41,US4581401001,INTC,"Intel",1.7014810000,0.31,USD,Not available,,,0.53,"EUR",0.09,USD,,,,,,,,
Market sell,2022-09-02 18:15:14,US0126531013,ALB,"Albemarle",0.1000000000,259.28,USD,0.99608,6.85,"EUR",25.99,"EUR",,,,,,,,EOF2039605632,0.04,"EUR"
Market buy,2022-09-02 18:15:55,US37733W2044,GSK,"GSK",0.7000000000,31.69,USD,0.99609,,"EUR",22.30,"EUR",,,,,,,,EOF2039605656,0.03,"EUR"
Market buy,2022-09-02 18:16:05,US37733W2044,GSK,"GSK",0.0900000000,31.69,USD,0.99723,,"EUR",2.86,"EUR",,,,,,,,EOF2039605660,,
Deposit,2022-09-08 06:31:53,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",47624c99-2794-41bf-b60f-00049451e07c,,
Market buy,2022-09-08 07:04:02,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",20.0000000000,1.62,EUR,1.00000,,"EUR",32.48,"EUR",,,,,,,,EOF2044629290,,
Market buy,2022-09-08 07:12:47,JE00B2NFV134,LPLA,"WisdomTree Platinum 2x Leveraged",2.7848200000,1.72,USD,0.99997,,"EUR",4.80,"EUR",,,,,,,,EOF2044630029,0.01,"EUR"
Market buy,2022-09-08 07:12:48,JE00B2NFTF36,LCOP,"WisdomTree Copper 2x Leveraged",1.0918400000,6.59,USD,0.99996,,"EUR",7.20,"EUR",,,,,,,,EOF2044630035,0.01,"EUR"
Market buy,2022-09-08 07:12:48,JE00B2NFTL95,LBUL,"WisdomTree Gold 2x Leveraged",0.4846170000,49.44,USD,0.99997,,"EUR",24.00,"EUR",,,,,,,,EOF2044630032,0.04,"EUR"
Market buy,2022-09-08 07:12:51,IE00B7XD2195,3SIL,"WisdomTree Silver 3x Leveraged",12.7864000000,0.75,USD,0.99997,,"EUR",9.60,"EUR",,,,,,,,EOF2044630039,0.01,"EUR"
Market buy,2022-09-08 07:13:00,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",0.0244711000,244.77,USD,0.99996,,"EUR",6.00,"EUR",,,,,,,,EOF2044630053,0.01,"EUR"
Market buy,2022-09-08 07:13:03,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",0.8543250000,11.23,USD,0.99997,,"EUR",9.60,"EUR",,,,,,,,EOF2044630060,0.01,"EUR"
Market buy,2022-09-08 07:13:06,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",0.3035140000,39.47,USD,0.99997,,"EUR",12.00,"EUR",,,,,,,,EOF2044630068,0.02,"EUR"
Market buy,2022-09-08 07:13:11,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.3413030000,21.10,USD,0.99997,,"EUR",7.21,"EUR",,,,,,,,EOF2044630097,0.01,"EUR"
Market buy,2022-09-08 07:14:19,JE00B2NFTG43,LCOR,"WisdomTree Corn 2x Leveraged",1.6777900000,3.58,USD,0.99996,,"EUR",6.01,"EUR",,,,,,,,EOF2044630166,0.01,"EUR"
Market buy,2022-09-08 07:14:34,JE00BDD9QB77,LNIK,"WisdomTree Nickel 2x Leveraged",0.1251780000,47.85,USD,0.99996,,"EUR",6.00,"EUR",,,,,,,,EOF2044630178,0.01,"EUR"
Market buy,2022-09-08 07:16:17,JE00B2NFTC05,LALU,"WisdomTree Aluminium 2x Leveraged",1.0186300000,2.36,USD,0.99995,,"EUR",2.40,"EUR",,,,,,,,EOF2044631737,,
Market buy,2022-09-08 07:25:07,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",2.6779030000,11.21,USD,0.99997,,"EUR",30.07,"EUR",,,,,,,,EOF2044632163,0.05,"EUR"
Market sell,2022-09-08 07:44:26,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",200.0000000000,1.19,USD,0.99894,12.19,"EUR",237.09,"EUR",,,,,,,,EOF2044632981,0.36,"EUR"
Market buy,2022-09-08 07:46:04,IE00B7XD2195,3SIL,"WisdomTree Silver 3x Leveraged",20.0000000000,0.75,USD,0.99866,,"EUR",15.00,"EUR",,,,,,,,EOF2044633047,0.02,"EUR"
Limit buy,2022-09-08 07:48:16,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",100.0000000000,0.70,EUR,1.00000,,"EUR",70.43,"EUR",,,,,,,,EOF2044633105,,
Market buy,2022-09-08 07:49:04,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",50.0000000000,2.07,EUR,1.00000,,"EUR",103.30,"EUR",,,,,,,,EOF2044633131,,
Limit sell,2022-09-08 08:21:36,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",52.0000000000,1.23,USD,0.99881,5.31,"EUR",63.78,"EUR",,,,,,,,EOF2044634454,0.10,"EUR"
Market sell,2022-09-08 10:02:21,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",1.3681000000,1.21,USD,1.00078,0.11,"EUR",1.65,"EUR",,,,,,,,EOF2044638709,,
Market buy,2022-09-08 12:01:33,US00202F1021,AMKBY,"AP Moller Maersk",0.8754360000,11.00,USD,1.00205,,"EUR",9.62,"EUR",,,,,,,,EOF2044643185,0.01,"EUR"
Market buy,2022-09-08 12:57:36,CA4433003064,HEOFF,"H2O Innovation",6.2401200000,1.54,USD,1.00206,,"EUR",9.60,"EUR",,,,,,,,EOF2044645465,0.01,"EUR"
Market buy,2022-09-08 13:30:04,US6516391066,NEM,"Newmont",0.1415570000,42.17,USD,0.99657,,"EUR",6.00,"EUR",,,,,,,,EOF2044647566,0.01,"EUR"
Market buy,2022-09-08 13:30:04,US61945C1036,MOS,"Mosaic",0.1795160000,53.35,USD,0.99658,,"EUR",9.62,"EUR",,,,,,,,EOF2044647509,0.01,"EUR"
Market buy,2022-09-08 13:30:04,MHY8162K2046,SBLK,"Star Bulk Carriers",0.5022120000,19.07,USD,0.99658,,"EUR",9.62,"EUR",,,,,,,,EOF2044647451,0.01,"EUR"
Market buy,2022-09-08 13:30:04,CA67077M1086,NTR,"Nutrien",0.1192450000,90.26,USD,0.99657,,"EUR",10.82,"EUR",,,,,,,,EOF2044647482,0.02,"EUR"
Market buy,2022-09-08 13:30:06,US1252691001,CF,"CF Industries",0.0931271000,102.84,USD,0.99658,,"EUR",9.62,"EUR",,,,,,,,EOF2044648774,0.01,"EUR"
Market buy,2022-09-08 13:30:06,CA2926717083,UUUU,"Energy Fuels",0.6584200000,7.25,USD,0.99656,,"EUR",4.80,"EUR",,,,,,,,EOF2044648695,0.01,"EUR"
Market buy,2022-09-08 13:30:06,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.3051030000,31.39,USD,0.99658,,"EUR",9.62,"EUR",,,,,,,,EOF2044648629,0.01,"EUR"
Market buy,2022-09-08 13:30:06,CA13321L1085,CCJ,"Cameco",0.1624770000,29.38,USD,0.99657,,"EUR",4.80,"EUR",,,,,,,,EOF2044648530,0.01,"EUR"
Market buy,2022-09-08 13:30:06,CA2926717083,UUUU,"Energy Fuels",1.3209900000,7.25,USD,0.99658,,"EUR",9.62,"EUR",,,,,,,,EOF2044648258,0.01,"EUR"
Market buy,2022-09-08 13:30:07,CA13321L1085,CCJ,"Cameco",0.2849310000,29.38,USD,0.99658,,"EUR",8.41,"EUR",,,,,,,,EOF2044648857,0.01,"EUR"
Market buy,2022-09-08 13:30:07,US5533681012,MP,"MP Materials",0.1885500000,31.66,USD,0.99657,,"EUR",6.00,"EUR",,,,,,,,EOF2044649232,0.01,"EUR"
Market buy,2022-09-08 13:30:07,US0126531013,ALB,"Albemarle",0.0257757000,277.99,USD,0.99657,,"EUR",7.20,"EUR",,,,,,,,EOF2044649087,0.01,"EUR"
Dividend (Ordinary),2022-09-09 07:26:20,IL0065100930,ZIM,"ZIM Integrated Shipping Services",1.3289230000,3.56,USD,Not available,,,4.69,"EUR",1.58,USD,,,,,,,,
Dividend (Ordinary),2022-09-09 07:32:07,MHY8162K2046,SBLK,"Star Bulk Carriers",2.6510010000,1.65,USD,Not available,,,4.33,"EUR",0.00,USD,,,,,,,,
Limit buy,2022-09-09 07:38:17,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",200.0000000000,0.65,EUR,1.00000,,"EUR",129.18,"EUR",,,,,,,,EOF2045048121,,
Limit buy,2022-09-12 07:04:03,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",50.0000000000,1.99,EUR,1.00000,,"EUR",99.38,"EUR",,,,,,,,EOF2047071852,,
Market buy,2022-09-12 14:22:46,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",20.0000000000,0.59,EUR,1.00000,,"EUR",11.87,"EUR",,,,,,,,EOF2048081141,,
Market buy,2022-09-12 14:23:12,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",48.0000000000,1.91,EUR,1.00000,,"EUR",91.82,"EUR",,,,,,,,EOF2048081176,,
Market buy,2022-09-12 14:23:50,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",1.7000000000,5.51,USD,1.01264,,"EUR",9.26,"EUR",,,,,,,,EOF2048081228,0.01,"EUR"
Dividend (Ordinary),2022-09-13 08:43:19,US4592001014,IBM,"IBM",0.5074221000,1.40,USD,Not available,,,0.70,"EUR",0.13,USD,,,,,,,,
Dividend (Ordinary),2022-09-16 12:32:27,US61945C1036,MOS,"Mosaic",1.3162210000,0.13,USD,Not available,,,0.17,"EUR",0.03,USD,,,,,,,,
Dividend (Ordinary),2022-09-23 08:42:53,US6516391066,NEM,"Newmont",5.2000000000,0.47,USD,Not available,,,2.49,"EUR",0.43,USD,,,,,,,,
Dividend (Ordinary),2022-10-04 08:15:53,US0126531013,ALB,"Albemarle",0.1113821000,0.34,USD,Not available,,,0.04,"EUR",0.01,USD,,,,,,,,
Deposit,2022-10-10 07:19:40,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",61de53d3-58db-42a7-89bd-d0deda49420e,,
Market buy,2022-10-10 07:46:18,JE00B2NFTG43,LCOR,"WisdomTree Corn 2x Leveraged",1.4075300000,3.76,USD,0.97029,,"EUR",5.46,"EUR",,,,,,,,EOF2085921279,0.01,"EUR"
Market buy,2022-10-10 07:46:20,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.2640230000,24.04,USD,0.97030,,"EUR",6.55,"EUR",,,,,,,,EOF2085921283,0.01,"EUR"
Market buy,2022-10-10 07:58:53,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",300.0000000000,0.78,USD,0.97055,,"EUR",241.15,"EUR",,,,,,,,EOF2085922058,0.36,"EUR"
Market buy,2022-10-10 09:58:34,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",2.2559140000,11.73,USD,0.97030,,"EUR",27.30,"EUR",,,,,,,,EOF2085930191,0.04,"EUR"
Market buy,2022-10-10 12:00:10,US00202F1021,AMKBY,"AP Moller Maersk",0.8835800000,9.57,USD,0.96970,,"EUR",8.73,"EUR",,,,,,,,EOF2085937447,0.01,"EUR"
Market buy,2022-10-10 13:30:01,CA67077M1086,NTR,"Nutrien",0.1121580000,84.96,USD,0.97036,,"EUR",9.83,"EUR",,,,,,,,EOF2085943037,0.01,"EUR"
Market buy,2022-10-10 13:30:05,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.3477350000,24.33,USD,0.97022,,"EUR",8.73,"EUR",,,,,,,,EOF2085944778,0.01,"EUR"
Market buy,2022-10-10 13:30:06,CA13321L1085,CCJ,"Cameco",0.2758530000,26.84,USD,0.97036,,"EUR",7.64,"EUR",,,,,,,,EOF2085944906,0.01,"EUR"
Market buy,2022-10-10 13:30:07,MHY8162K2046,SBLK,"Star Bulk Carriers",0.4230200000,20.00,USD,0.97022,,"EUR",8.73,"EUR",,,,,,,,EOF2085945289,0.01,"EUR"
Market buy,2022-10-10 13:30:09,CA2926717083,UUUU,"Energy Fuels",1.2572900000,6.73,USD,0.97036,,"EUR",8.73,"EUR",,,,,,,,EOF2085946201,0.01,"EUR"
Market buy,2022-10-10 13:30:14,US1252691001,CF,"CF Industries",0.0798490000,105.97,USD,0.97036,,"EUR",8.73,"EUR",,,,,,,,EOF2085948408,0.01,"EUR"
Market buy,2022-10-10 13:32:20,US61945C1036,MOS,"Mosaic",0.1636170000,51.70,USD,0.97006,,"EUR",8.73,"EUR",,,,,,,,EOF2085952286,0.01,"EUR"
Market buy,2022-10-11 08:36:47,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",20.0000000000,1.20,EUR,1.00000,,"EUR",23.96,"EUR",,,,,,,,EOF2087966981,,
Dividend (Bonus),2022-10-11 14:33:51,BMG162521014,BIP,"Brookfield Infrastructure Partners",1.7691115000,0.34,USD,Not available,,,0.62,"EUR",0.00,USD,,,,,,,,
Dividend (Ordinary),2022-10-11 14:39:49,BMG162521014,BIP,"Brookfield Infrastructure Partners",1.7691115000,0.01,USD,Not available,,,0.02,"EUR",0.01,USD,,,,,,,,
Market buy,2022-10-13 07:52:07,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",15.5000000000,8.03,USD,0.96965,,"EUR",128.47,"EUR",,,,,,,,EOF2091069411,0.19,"EUR"
Market buy,2022-10-13 07:53:07,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",0.7500000000,8.01,USD,0.97051,,"EUR",6.20,"EUR",,,,,,,,EOF2091069590,0.01,"EUR"
Dividend (Ordinary),2022-10-17 07:34:55,US8740391003,TSM,"Taiwan Semiconductor Manufacturing",1.5869874000,0.34,USD,Not available,,,0.56,"EUR",0.14,USD,,,,,,,,
Dividend (Ordinary),2022-10-18 08:17:08,CA67077M1086,NTR,"Nutrien",1.0062004000,0.41,USD,Not available,,,0.42,"EUR",0.07,USD,,,,,,,,
Market sell,2022-10-20 14:10:52,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",294.8000000000,1.14,EUR,1.00000,141.36,"EUR",336.10,"EUR",,,,,,,,EOF2102555570,,
Dividend (Ordinary),2022-10-24 07:09:09,US7766961061,ROP,"Roper Technologies",0.0257111000,0.53,USD,Not available,,,0.01,"EUR",0.00,USD,,,,,,,,
Market buy,2022-10-24 08:17:35,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",60.0000000000,0.77,EUR,1.00000,,"EUR",46.20,"EUR",,,,,,,,EOF2106176017,,
Limit sell,2022-10-24 14:03:37,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",142.0000000000,1.20,EUR,1.00000,75.90,"EUR",169.70,"EUR",,,,,,,,EOF2106882473,,
Market buy,2022-10-24 14:05:57,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",20.0000000000,0.68,EUR,1.00000,,"EUR",13.66,"EUR",,,,,,,,EOF2106883140,,
Market buy,2022-10-24 14:42:15,IE00BK5BZY66,TSL2,"Leverage Shares 2x Tesla",1.0000000000,167.09,USD,0.98770,,"EUR",169.42,"EUR",,,,,,,,EOF2106892190,0.25,"EUR"
Market buy,2022-10-24 19:14:23,US81141R1005,SE,"Sea",5.0000000000,46.87,USD,0.98790,,"EUR",237.58,"EUR",,,,,,,,EOF2108064491,0.36,"EUR"
Market buy,2022-10-25 11:16:02,XS2819843900,3NGL,"WisdomTree Natural Gas 3x Leveraged",0.5200000000,67.14,USD,0.98568,,"EUR",35.47,"EUR",,,,,,,,EOF2108088081,0.05,"EUR"
Market sell,2022-10-25 11:17:11,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",150.0000000000,0.97,USD,0.98569,26.46,"EUR",146.63,"EUR",,,,,,,,EOF2108088093,0.22,"EUR"
Market sell,2022-10-25 11:22:37,XS2819843900,3NGL,"WisdomTree Natural Gas 3x Leveraged",0.5200000000,65.99,USD,0.98577,-0.61,"EUR",34.76,"EUR",,,,,,,,EOF2108088185,0.05,"EUR"
Market buy,2022-10-25 11:23:54,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",26.0000000000,3.83,USD,0.98608,,"EUR",101.03,"EUR",,,,,,,,EOF2108088208,0.15,"EUR"
Market sell,2022-10-25 12:57:22,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",1.7480000000,1.13,EUR,1.00000,0.82,"EUR",1.97,"EUR",,,,,,,,EOF2108091296,,
Market buy,2022-10-26 07:00:52,IE00BMWXKN31,HSTE,"HSBC Hang Seng Tech (Acc)",8.6000000000,4.04,USD,0.99810,,"EUR",34.89,"EUR",,,,,,,,EOF2109144135,0.05,"EUR"
Market sell,2022-10-26 07:00:59,IE00BK5BZY66,TSL2,"Leverage Shares 2x Tesla",1.0000000000,193.56,USD,0.99834,24.71,"EUR",193.59,"EUR",,,,,,,,EOF2109144155,0.29,"EUR"
Market sell,2022-10-27 08:11:42,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",150.0000000000,0.83,USD,1.00642,2.56,"EUR",122.78,"EUR",,,,,,,,EOF2111131106,0.18,"EUR"
Market buy,2022-10-27 12:50:42,IE00BF03XP94,FB2E,"Leverage Shares 2x Facebook",20.0000000000,1.98,EUR,1.00000,,"EUR",39.58,"EUR",,,,,,,,EOF2111142506,,
Market buy,2022-10-27 12:51:15,IE00BF03XP94,FB2E,"Leverage Shares 2x Facebook",20.0000000000,1.99,EUR,1.00000,,"EUR",39.70,"EUR",,,,,,,,EOF2111142527,,
Market buy,2022-10-27 12:51:52,IE00BF03XP94,FB2E,"Leverage Shares 2x Facebook",20.0000000000,2.00,EUR,1.00000,,"EUR",39.98,"EUR",,,,,,,,EOF2111142543,,
Market buy,2022-10-27 14:15:02,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",20.0000000000,5.05,USD,1.00307,,"EUR",100.84,"EUR",,,,,,,,EOF2112115765,0.15,"EUR"
Market sell,2022-10-27 14:18:07,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",1.4374800000,0.93,EUR,1.00000,0.39,"EUR",1.34,"EUR",,,,,,,,EOF2112116923,,
Market sell,2022-10-28 17:52:03,US37733W2044,GSK,"GSK",0.7900000000,33.25,USD,0.99422,1.29,"EUR",26.38,"EUR",,,,,,,,EOF2114237377,0.04,"EUR"
Market sell,2022-10-31 11:05:56,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",26.0000000000,4.36,USD,0.99382,13.21,"EUR",113.92,"EUR",,,,,,,,EOF2115980178,0.17,"EUR"
Market buy,2022-10-31 15:07:30,IE00BF03XP94,FB2E,"Leverage Shares 2x Facebook",58.0000000000,1.73,EUR,1.00000,,"EUR",100.17,"EUR",,,,,,,,EOF2116831879,,
Market buy,2022-10-31 15:43:56,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",20.0000000000,0.78,EUR,1.00000,,"EUR",15.62,"EUR",,,,,,,,EOF2116839319,,
Market buy,2022-10-31 15:50:35,IE00BF03XP94,FB2E,"Leverage Shares 2x Facebook",46.0000000000,1.75,EUR,1.00000,,"EUR",80.36,"EUR",,,,,,,,EOF2116840267,,
