Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Notes,ID,Currency conversion from amount,Currency (Currency conversion from amount),Currency conversion to amount,Currency (Currency conversion to amount),Currency conversion fee,Currency (Currency conversion fee)
Interest on cash,2024-08-17 01:01:31.502,,,,,,,,,,0.09,"EUR",,,"Interest on cash",9489e13f-717a-41b0-ae3c-717801d0e612,,,,,,
Interest on cash,2024-08-17 01:01:31.562,,,,,,,,,,0.19,"USD",,,"Interest on cash",eb4200aa-e003-441c-8548-009e06a6969f,,,,,,
Interest on cash,2024-08-18 01:01:38.928,,,,,,,,,,0.09,"EUR",,,"Interest on cash",a90b57e3-2b4a-45ca-b32c-144720875ea6,,,,,,
Interest on cash,2024-08-18 01:01:38.981,,,,,,,,,,0.20,"USD",,,"Interest on cash",db958b50-ad39-452e-aebd-0dbdcc821672,,,,,,
Interest on cash,2024-08-19 01:01:35.029,,,,,,,,,,0.09,"EUR",,,"Interest on cash",89134db7-7b53-4c81-a6fe-ea2ba336c99f,,,,,,
Interest on cash,2024-08-19 01:01:35.136,,,,,,,,,,0.19,"USD",,,"Interest on cash",5a03c464-bf47-4a56-a37c-ab27b18b3cf7,,,,,,
Interest on cash,2024-08-20 01:01:31.098,,,,,,,,,,0.10,"EUR",,,"Interest on cash",ad02ba3f-8778-44c3-997e-3fece1357d4a,,,,,,
Interest on cash,2024-08-20 01:01:31.154,,,,,,,,,,0.19,"USD",,,"Interest on cash",22319353-8916-424a-a660-1fae9d481434,,,,,,
Limit sell,2024-08-20 14:53:31.967,US9344231041,WBD,"Warner Bros Discovery",1.0000000000,7.71,USD,1.11095,0.64,"EUR",6.93,"EUR",,,,EOF19301239188,,,,,0.01,"EUR"
Interest on cash,2024-08-21 01:01:33.696,,,,,,,,,,0.09,"EUR",,,"Interest on cash",457292db-7129-4195-8feb-678a19388401,,,,,,
Interest on cash,2024-08-21 01:01:33.755,,,,,,,,,,0.19,"USD",,,"Interest on cash",b9e7cb6e-3cb0-4478-9b22-14a27ebad1cf,,,,,,
Interest on cash,2024-08-22 01:01:29.857,,,,,,,,,,0.09,"EUR",,,"Interest on cash",2f590c33-621b-4256-a8e6-87f82e2b3cbf,,,,,,
Interest on cash,2024-08-22 01:01:29.906,,,,,,,,,,0.19,"USD",,,"Interest on cash",6f326c98-4b4c-492b-9118-f08ef4e0a0e5,,,,,,
Interest on cash,2024-08-23 01:01:34.481,,,,,,,,,,0.10,"EUR",,,"Interest on cash",ee750775-480e-4ee0-bbc3-6ffc9a1238e1,,,,,,
Interest on cash,2024-08-23 01:01:34.561,,,,,,,,,,0.19,"USD",,,"Interest on cash",c8ae1d5f-4cd3-43bb-ae3b-936578a102c3,,,,,,
Interest on cash,2024-08-24 01:01:30.436,,,,,,,,,,0.09,"EUR",,,"Interest on cash",ecc834ea-b4de-429a-a5bc-2dd78a729d94,,,,,,
Interest on cash,2024-08-24 01:01:30.483,,,,,,,,,,0.19,"USD",,,"Interest on cash",efad4773-063a-4fba-8994-2ba13ab43af3,,,,,,
Interest on cash,2024-08-25 01:01:35.353,,,,,,,,,,0.09,"EUR",,,"Interest on cash",37950db7-c849-4068-9f8b-4c9598713b93,,,,,,
Interest on cash,2024-08-25 01:01:35.407,,,,,,,,,,0.19,"USD",,,"Interest on cash",b518c192-bea1-4297-920a-482e3ad8765f,,,,,,
Interest on cash,2024-08-26 01:01:34.118,,,,,,,,,,0.09,"EUR",,,"Interest on cash",9edfc6ad-70cb-4815-a976-ccab5b54f185,,,,,,
Interest on cash,2024-08-26 01:01:34.16,,,,,,,,,,0.19,"USD",,,"Interest on cash",ab2dbbd9-9d65-4de9-9ba1-f575a2e4f9e0,,,,,,
Market sell,2024-08-26 14:18:47.955,US26853E1029,EH,"EHang",6.0000000000,14.31,USD,1.11680,2.82,"EUR",76.76,"EUR",,,,EOF19551920251,,,,,0.12,"EUR"
Interest on cash,2024-08-27 01:01:34.291,,,,,,,,,,0.11,"EUR",,,"Interest on cash",5588b23a-3247-4aca-8aec-b505ebe31095,,,,,,
Interest on cash,2024-08-27 01:01:34.346,,,,,,,,,,0.20,"USD",,,"Interest on cash",8aea7415-a355-4663-96cb-838285c8bbd1,,,,,,
Interest on cash,2024-08-28 01:01:31.221,,,,,,,,,,0.10,"EUR",,,"Interest on cash",2036259c-a639-4b0b-b1c5-cc6122f9a8ef,,,,,,
Interest on cash,2024-08-28 01:01:31.266,,,,,,,,,,0.19,"USD",,,"Interest on cash",97cdc29d-d99c-433d-882a-e6a07ca56f6b,,,,,,
Interest on cash,2024-08-29 01:01:30.523,,,,,,,,,,0.10,"EUR",,,"Interest on cash",ca71a291-3cba-40a2-9c69-cad7a14878e5,,,,,,
Interest on cash,2024-08-29 01:01:30.599,,,,,,,,,,0.19,"USD",,,"Interest on cash",f178fd14-d2df-420b-9dd5-1e3e296c6284,,,,,,
Interest on cash,2024-08-30 01:01:33.283,,,,,,,,,,0.10,"EUR",,,"Interest on cash",b31c0af4-1ce4-42a8-9318-5acf1b3fed37,,,,,,
Interest on cash,2024-08-30 01:01:33.333,,,,,,,,,,0.19,"USD",,,"Interest on cash",a5e8560d-6c29-4278-96a4-2c16341ae2df,,,,,,
Dividend (Dividend),2024-08-30 11:03:51,US1252691001,CF,"CF Industries",1.5000000000,0.43,USD,Not available,,,0.58,"EUR",0.11,USD,,,,,,,,
Market buy,2024-08-30 14:04:40.722,KYG651631007,JOBY,"Joby Aviation",30.0000000000,5.19,USD,1.10755,,"EUR",140.79,"EUR",,,,EOF19750938116,,,,,0.21,"EUR"
Interest on cash,2024-08-31 01:01:30.026,,,,,,,,,,0.09,"EUR",,,"Interest on cash",a83dcc63-2981-47ac-8204-52a64b402509,,,,,,
Interest on cash,2024-08-31 01:01:30.099,,,,,,,,,,0.19,"USD",,,"Interest on cash",d6e05b54-35e4-48cf-bda4-e9daf92db7d5,,,,,,
Interest on cash,2024-09-01 01:01:30.19,,,,,,,,,,0.08,"EUR",,,"Interest on cash",48031fbf-97cf-4360-ad44-10284c6a31a0,,,,,,
Interest on cash,2024-09-01 01:01:30.227,,,,,,,,,,0.19,"USD",,,"Interest on cash",b2f64595-6d5a-46df-b705-baec6abb10f8,,,,,,
Interest on cash,2024-09-02 01:01:30.65,,,,,,,,,,0.09,"EUR",,,"Interest on cash",d17f816f-cb18-4a08-b985-dcf447ff3da3,,,,,,
Interest on cash,2024-09-02 01:01:30.754,,,,,,,,,,0.19,"USD",,,"Interest on cash",0502af8d-e86a-4534-829b-43f9742c4263,,,,,,
Dividend (Dividend),2024-09-02 10:25:23,US4581401001,INTC,"Intel",20.0000000000,0.11,USD,Not available,,,1.92,"EUR",0.38,USD,,,,,,,,
Interest on cash,2024-09-03 01:01:30.726,,,,,,,,,,0.09,"EUR",,,"Interest on cash",04f663e5-3d5c-42ed-86cb-d1effe3da6b1,,,,,,
Interest on cash,2024-09-03 01:01:30.789,,,,,,,,,,0.20,"USD",,,"Interest on cash",fa303367-7239-4c6a-841e-5b63fa670c1b,,,,,,
Dividend (Dividend),2024-09-03 09:26:24,US7170811035,PFE,"Pfizer",14.0000000000,0.36,USD,Not available,,,4.52,"EUR",0.88,USD,,,,,,,,
Interest on cash,2024-09-04 01:01:30.705,,,,,,,,,,0.08,"EUR",,,"Interest on cash",1d258ccd-73a7-4239-a63d-fa83f5489e10,,,,,,
Interest on cash,2024-09-04 01:01:30.75,,,,,,,,,,0.19,"USD",,,"Interest on cash",d724b7b5-4d44-40c2-86b2-ca0a492f8c9e,,,,,,
Interest on cash,2024-09-05 01:01:30.154,,,,,,,,,,0.09,"EUR",,,"Interest on cash",4fc92e6c-a3e2-4e7b-8334-13ad68eff8a4,,,,,,
Interest on cash,2024-09-05 01:01:30.202,,,,,,,,,,0.19,"USD",,,"Interest on cash",932a0431-4084-4cdc-bf1c-68592be25182,,,,,,
Interest on cash,2024-09-06 01:01:30.461,,,,,,,,,,0.09,"EUR",,,"Interest on cash",ebf27d42-083b-4ad6-bc15-4fbac70a2b22,,,,,,
Interest on cash,2024-09-06 01:01:30.535,,,,,,,,,,0.19,"USD",,,"Interest on cash",de4f673b-dfbb-478d-b304-b0047c6ae8e1,,,,,,
Dividend (Dividend),2024-09-06 11:54:04,MHY8162K2046,SBLK,"Star Bulk Carriers",1.0000000000,0.70,USD,Not available,,,0.63,"EUR",0.00,USD,,,,,,,,
Interest on cash,2024-09-07 01:01:32.993,,,,,,,,,,0.08,"EUR",,,"Interest on cash",d2c1289f-7318-4376-a9d4-fc0edc065218,,,,,,
Interest on cash,2024-09-07 01:01:33.055,,,,,,,,,,0.19,"USD",,,"Interest on cash",967c98d0-0f37-44c0-b08d-5ebbb197c485,,,,,,
Interest on cash,2024-09-08 01:01:31.141,,,,,,,,,,0.09,"EUR",,,"Interest on cash",ffa5012b-237c-4021-b8d0-f20d9d2b744d,,,,,,
Interest on cash,2024-09-08 01:01:31.19,,,,,,,,,,0.19,"USD",,,"Interest on cash",0c3c67b9-ef9c-443f-ad62-f0e85b9cdae4,,,,,,
Interest on cash,2024-09-09 01:01:35.156,,,,,,,,,,0.09,"EUR",,,"Interest on cash",8b67bffc-fa53-4809-8e1a-4fb5a8603606,,,,,,
Interest on cash,2024-09-09 01:01:35.234,,,,,,,,,,0.19,"USD",,,"Interest on cash",96741c71-1001-4dee-8c1e-d3f63e340555,,,,,,
Deposit,2024-09-09 09:30:24.611,,,,,,,,,,500.00,"EUR",,,"Bank Transfer",7514bd67-252c-4a02-8bb8-cb5ce47f142e,,,,,,
Market sell,2024-09-09 14:16:33.126,US9344231041,WBD,"Warner Bros Discovery",1.0000000000,7.26,USD,1.10334,0.28,"EUR",6.57,"EUR",,,,EOF20252974062,,,,,0.01,"EUR"
Market buy,2024-09-09 19:51:13.885,US2566771059,DG,"Dollar General",1.0000000000,80.89,USD,1.10384,,"EUR",73.39,"EUR",,,,EOF20253918141,,,,,0.11,"EUR"
Market buy,2024-09-09 19:52:29.163,US60770K1079,MRNA,"Moderna",1.0000000000,75.93,USD,1.10379,,"EUR",68.89,"EUR",,,,EOF20253918223,,,,,0.10,"EUR"
Market buy,2024-09-09 20:03:23.139,US2566771059,DG,"Dollar General",0.5000000000,82.40,USD,1.10366,,"EUR",37.39,"EUR",,,,EOF20253919474,,,,,0.06,"EUR"
Limit buy,2024-09-09 20:16:41.866,US62914V1061,NIO,"NIO",20.0000000000,5.55,USD,1.10381,,"EUR",100.71,"EUR",,,,EOF20253920033,,,,,0.15,"EUR"
Limit buy,2024-09-09 20:31:34.568,US8334451098,SNOW,"Snowflake",0.5000000000,110.35,USD,1.10372,,"EUR",50.06,"EUR",,,,EOF20253920822,,,,,0.07,"EUR"
Interest on cash,2024-09-10 01:01:31.084,,,,,,,,,,0.10,"EUR",,,"Interest on cash",d86ea324-93c6-4664-b9de-0e893a41c9e3,,,,,,
Interest on cash,2024-09-10 01:01:31.183,,,,,,,,,,0.20,"USD",,,"Interest on cash",aca6cef7-c8eb-4f74-915f-702c9fdadaae,,,,,,
Dividend (Dividend),2024-09-10 13:30:14,US4592001014,IBM,"IBM",2.0000000000,1.42,USD,Not available,,,2.57,"EUR",0.50,USD,,,,,,,,
Interest on cash,2024-09-11 01:01:30.328,,,,,,,,,,0.11,"EUR",,,"Interest on cash",635dfac6-de14-4703-b192-2185e88491d7,,,,,,
Interest on cash,2024-09-11 01:01:30.374,,,,,,,,,,0.19,"USD",,,"Interest on cash",813fada6-89d5-4b38-a6f9-bb04374730ea,,,,,,
Market buy,2024-09-11 15:03:41.941,US83417M1045,SEDG,"SolarEdge Technologies",4.0000000000,18.68,USD,1.10109,,"EUR",67.96,"EUR",,,,EOF20351378620,,,,,0.10,"EUR"
Market buy,2024-09-11 15:06:20.312,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",1.0000000000,26.92,USD,1.10147,,"EUR",24.48,"EUR",,,,EOF20351379120,,,,,0.04,"EUR"
Market buy,2024-09-11 19:11:14.211,US03945R1023,ACHR,"Archer Aviation",3.0000000000,3.31,USD,1.10210,,"EUR",9.02,"EUR",,,,EOF20352509304,,,,,0.01,"EUR"
Limit buy,2024-09-12 00:01:05.409,US8334451098,SNOW,"Snowflake",1.0000000000,112.00,USD,1.00000,,"USD",112.00,"USD",,,,EOF20352524081,,,,,,
Interest on cash,2024-09-12 01:01:31.512,,,,,,,,,,0.10,"EUR",,,"Interest on cash",098e29ad-0b75-41a4-a07a-ff9cd7346da2,,,,,,
Interest on cash,2024-09-12 01:01:31.59,,,,,,,,,,0.19,"USD",,,"Interest on cash",e83e9f98-ac3f-4cbb-951c-0c6e98d132de,,,,,,
Interest on cash,2024-09-13 01:01:31.935,,,,,,,,,,0.09,"EUR",,,"Interest on cash",f27f9dcb-ae32-4481-9a91-a8caaaaf5cf9,,,,,,
Interest on cash,2024-09-13 01:01:32.002,,,,,,,,,,0.18,"USD",,,"Interest on cash",08ca1333-fb91-4f86-8489-c179a20cd9c8,,,,,,
Market buy,2024-09-13 13:26:57.074,US9778521024,WOLF,"Wolfspeed",1.0000000000,8.58,USD,1.10996,,"EUR",7.74,"EUR",,,,EOF20403979470,,,,,0.01,"EUR"
Market buy,2024-09-13 13:28:33.931,US9778521024,WOLF,"Wolfspeed",30.0000000000,8.57,USD,1.00000,,"USD",257.10,"USD",,,,EOF20403979715,,,,,,
Market buy,2024-09-13 13:29:12.019,US9778521024,WOLF,"Wolfspeed",30.0000000000,8.53,USD,1.00000,,"USD",255.90,"USD",,,,EOF20403979802,,,,,,
Market buy,2024-09-13 13:29:44.224,US9778521024,WOLF,"Wolfspeed",4.0000000000,8.54,USD,1.00000,,"USD",34.16,"USD",,,,EOF20403979858,,,,,,
Market buy,2024-09-13 13:31:36.004,US9778521024,WOLF,"Wolfspeed",9.0000000000,8.52,USD,1.00000,,"USD",76.68,"USD",,,,EOF20403995669,,,,,,
Market buy,2024-09-13 13:31:53.47,US9778521024,WOLF,"Wolfspeed",2.0000000000,8.52,USD,1.00000,,"USD",17.04,"USD",,,,EOF20403995914,,,,,,
Interest on cash,2024-09-14 01:01:30.84,,,,,,,,,,0.10,"EUR",,,"Interest on cash",d643e356-f234-45e5-a167-90be38a8a805,,,,,,
Interest on cash,2024-09-14 01:01:30.92,,,,,,,,,,0.09,"USD",,,"Interest on cash",f6442caa-d295-4a2f-b2b0-ec2a8e3960b1,,,,,,
Interest on cash,2024-09-15 01:01:31.043,,,,,,,,,,0.09,"EUR",,,"Interest on cash",e9f29e33-595c-4bdc-b813-995032c436fd,,,,,,
Interest on cash,2024-09-15 01:01:31.108,,,,,,,,,,0.08,"USD",,,"Interest on cash",01c9c863-5b80-4653-a9f9-1f6afe29e591,,,,,,
Interest on cash,2024-09-16 01:01:34.199,,,,,,,,,,0.10,"EUR",,,"Interest on cash",42d81336-f703-4c09-80fd-4f2f6544b265,,,,,,
Interest on cash,2024-09-16 01:01:34.256,,,,,,,,,,0.09,"USD",,,"Interest on cash",f37062df-1cdd-4d6d-b80c-451025ed66f8,,,,,,
Interest on cash,2024-09-17 01:01:32.058,,,,,,,,,,0.09,"EUR",,,"Interest on cash",bde86968-6f5c-4bdb-b0a8-60d4dcabbb00,,,,,,
Interest on cash,2024-09-17 01:01:32.115,,,,,,,,,,0.09,"USD",,,"Interest on cash",18dfe769-730c-4bf3-b4ba-b49b3c8e254b,,,,,,
Interest on cash,2024-09-18 01:01:39.659,,,,,,,,,,0.10,"EUR",,,"Interest on cash",208d1cb2-668b-418c-b24e-6c3dd0252aa6,,,,,,
Interest on cash,2024-09-18 01:01:39.742,,,,,,,,,,0.09,"USD",,,"Interest on cash",9c4b4cc0-d41a-4291-8570-17684de4b057,,,,,,
Market sell,2024-09-18 19:07:42.944,US4592001014,IBM,"IBM",1.0000000000,215.12,USD,1.11316,58.55,"EUR",192.96,"EUR",,,,EOF20701956058,,,,,0.29,"EUR"
Market sell,2024-09-18 19:08:05.588,US4592001014,IBM,"IBM",0.5000000000,215.39,USD,1.11324,29.39,"EUR",96.59,"EUR",,,,EOF20701956109,,,,,0.15,"EUR"
Market sell,2024-09-18 19:08:23.98,US2566771059,DG,"Dollar General",0.5000000000,87.16,USD,1.11343,2.27,"EUR",39.08,"EUR",,,,EOF20701956122,,,,,0.06,"EUR"
Interest on cash,2024-09-19 01:01:42.346,,,,,,,,,,0.13,"EUR",,,"Interest on cash",55a18d86-4e80-4566-8c28-1e3dddbd1425,,,,,,
Interest on cash,2024-09-19 01:01:42.43,,,,,,,,,,0.09,"USD",,,"Interest on cash",1eff03ee-2bfe-4a2a-a8da-6e9c24c8f103,,,,,,
Dividend (Dividend),2024-09-19 10:54:18,US61945C1036,MOS,"Mosaic",10.0000000000,0.18,USD,Not available,,,1.61,"EUR",0.32,USD,,,,,,,,
Interest on cash,2024-09-20 01:01:37.947,,,,,,,,,,0.13,"EUR",,,"Interest on cash",62d55829-5a01-4bce-b794-023f7a2e83ad,,,,,,
Interest on cash,2024-09-20 01:01:38.023,,,,,,,,,,0.09,"USD",,,"Interest on cash",8c298f45-b901-4230-8e01-6eb02312355c,,,,,,
Interest on cash,2024-09-21 01:01:38.077,,,,,,,,,,0.13,"EUR",,,"Interest on cash",992d37b9-b9b2-4f10-9705-ca7a46df14b4,,,,,,
Interest on cash,2024-09-21 01:01:38.159,,,,,,,,,,0.09,"USD",,,"Interest on cash",c201b3c3-a48f-4bcf-a103-5fe7f1d49c66,,,,,,
Interest on cash,2024-09-22 01:01:37.825,,,,,,,,,,0.13,"EUR",,,"Interest on cash",ade6f42c-9244-4b0c-8689-902df5700b0a,,,,,,
Interest on cash,2024-09-22 01:01:37.932,,,,,,,,,,0.09,"USD",,,"Interest on cash",7e0c87fb-43c3-4bb2-b12f-08fdd2dc0848,,,,,,
Interest on cash,2024-09-23 01:01:43.006,,,,,,,,,,0.14,"EUR",,,"Interest on cash",37917444-6191-4cde-9481-ab0309d7be27,,,,,,
Interest on cash,2024-09-23 01:01:43.098,,,,,,,,,,0.09,"USD",,,"Interest on cash",0109dc16-b4f6-4563-9a8b-4e173c0fe96d,,,,,,
Interest on cash,2024-09-24 01:01:43.115,,,,,,,,,,0.13,"EUR",,,"Interest on cash",d2136bab-aaed-46d3-a8dd-2ec29c905f33,,,,,,
Interest on cash,2024-09-24 01:01:43.195,,,,,,,,,,0.09,"USD",,,"Interest on cash",a559cbae-6725-49d3-9019-d86ce074b396,,,,,,
Interest on cash,2024-09-25 01:01:40.604,,,,,,,,,,0.13,"EUR",,,"Interest on cash",2d458866-f80f-4f93-bba6-0c486c6f3210,,,,,,
Interest on cash,2024-09-25 01:01:40.667,,,,,,,,,,0.09,"USD",,,"Interest on cash",fb9386dc-7b8f-4849-9cfa-ce1e3544996b,,,,,,
Interest on cash,2024-09-26 01:01:47.235,,,,,,,,,,0.13,"EUR",,,"Interest on cash",97b5a09e-018f-4928-90bf-06a368ce58ba,,,,,,
Interest on cash,2024-09-26 01:01:47.314,,,,,,,,,,0.09,"USD",,,"Interest on cash",3bccf0bf-24f5-42de-a670-5aa74c644ee4,,,,,,
Market sell,2024-09-26 12:04:08.643,US01609W1027,AHLA,"Alibaba",1.0000000000,90.90,EUR,1.00000,13.73,"EUR",90.90,"EUR",,,,EOF21050271637,,,,,,
Market sell,2024-09-26 12:05:06.91,US70450Y1038,PYPL,"PayPal",1.0000000000,78.04,USD,1.11549,10.46,"EUR",69.86,"EUR",,,,EOF21050271744,,,,,0.10,"EUR"
Market sell,2024-09-26 12:06:54.096,US01609W1027,AHLA,"Alibaba",2.0000000000,90.90,EUR,1.00000,27.45,"EUR",181.80,"EUR",,,,EOF21050271920,,,,,,
Market sell,2024-09-26 12:07:12.082,US70450Y1038,PYPL,"PayPal",3.0000000000,78.04,USD,1.11560,31.36,"EUR",209.55,"EUR",,,,EOF21050271941,,,,,0.31,"EUR"
Market sell,2024-09-26 12:09:44.317,US70450Y1038,PYPL,"PayPal",1.0000000000,78.02,USD,1.11552,10.44,"EUR",69.84,"EUR",,,,EOF21050272269,,,,,0.10,"EUR"
Market sell,2024-09-26 12:12:41.186,US70450Y1038,PYPL,"PayPal",1.0000000000,78.02,USD,1.11584,10.42,"EUR",69.82,"EUR",,,,EOF21050272602,,,,,0.10,"EUR"
Market sell,2024-09-26 12:14:41.254,US01609W1027,AHLA,"Alibaba",2.0000000000,91.20,EUR,1.00000,28.05,"EUR",182.40,"EUR",,,,EOF21050272835,,,,,,
Market sell,2024-09-26 12:17:48.727,US70450Y1038,PYPL,"PayPal",3.0000000000,78.05,USD,1.11590,31.34,"EUR",209.52,"EUR",,,,EOF21050273283,,,,,0.31,"EUR"
Market buy,2024-09-26 12:47:29.235,US9778521024,WOLF,"Wolfspeed",70.0000000000,8.17,USD,1.11544,,"EUR",513.48,"EUR",,,,EOF21050276813,,,,,0.77,"EUR"
Market buy,2024-09-26 12:48:12.173,US9778521024,WOLF,"Wolfspeed",4.0000000000,8.19,USD,1.11504,,"EUR",29.42,"EUR",,,,EOF21050277017,,,,,0.04,"EUR"
Market sell,2024-09-26 12:52:31.116,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",667.0000000000,1.61,USD,1.11546,-1789.06,"EUR",961.03,"EUR",,,,EOF21050277521,,,,,1.44,"EUR"
Market buy,2024-09-26 12:53:10.61,US9778521024,WOLF,"Wolfspeed",130.0000000000,8.30,USD,1.11525,,"EUR",968.94,"EUR",,,,EOF21050277663,,,,,1.45,"EUR"
Market sell,2024-09-26 12:54:56.822,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",1264.0000000000,0.99,EUR,1.00000,-767.58,"EUR",1250.35,"EUR",,,,EOF21050277823,,,,,,
Market buy,2024-09-26 12:55:19.496,US9778521024,WOLF,"Wolfspeed",170.0000000000,8.31,USD,1.11514,,"EUR",1268.73,"EUR",,,,EOF21050277850,,,,,1.90,"EUR"
Market sell,2024-09-26 12:56:06.322,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",602.0000000000,0.21,USD,1.11549,-1058.31,"EUR",115.32,"EUR",,,,EOF21050277878,,,,,0.17,"EUR"
Market sell,2024-09-26 12:57:18.846,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",4722.0000000000,0.06,USD,1.11528,-1319.34,"EUR",249.43,"EUR",,,,EOF21050278036,,,,,0.37,"EUR"
Market sell,2024-09-26 12:57:32.687,XS2399367684,SMHS,"Leverage Shares -3x Short Semiconductors",1141.0000000000,0.12,USD,1.11543,-557.92,"EUR",122.57,"EUR",,,,EOF21050278062,,,,,0.18,"EUR"
Market buy,2024-09-26 12:57:49.838,US9778521024,WOLF,"Wolfspeed",65.0000000000,8.30,USD,1.11526,,"EUR",484.47,"EUR",,,,EOF21050278113,,,,,0.73,"EUR"
Market sell,2024-09-26 13:04:15.183,GB00B15KXQ89,COPA,"WisdomTree Copper",2.0000000000,41.43,USD,1.11460,6.39,"EUR",74.23,"EUR",,,,EOF21050279048,,,,,0.11,"EUR"
Market buy,2024-09-26 13:05:00.256,US9778521024,WOLF,"Wolfspeed",10.0000000000,8.29,USD,1.11439,,"EUR",74.50,"EUR",,,,EOF21050279124,,,,,0.11,"EUR"
Market sell,2024-09-26 13:05:14.464,LU0832435464,VOOL,"Amundi S&P 500 VIX Futures Enhanced Roll (Acc)",310.0000000000,0.93,EUR,1.00000,-1.61,"EUR",289.26,"EUR",,,,EOF21050279148,,,,,,
Market buy,2024-09-26 13:05:56.74,US9778521024,WOLF,"Wolfspeed",38.0000000000,8.26,USD,1.11443,,"EUR",282.07,"EUR",,,,EOF21050279216,,,,,0.42,"EUR"
Interest on cash,2024-09-27 01:01:47.623,,,,,,,,,,0.19,"EUR",,,"Interest on cash",d0fe5f6f-5aa4-412c-afbc-e07d0a43c69b,,,,,,
Interest on cash,2024-09-27 01:01:47.733,,,,,,,,,,0.09,"USD",,,"Interest on cash",ba57a7d9-4419-40c9-919d-1830e8167518,,,,,,
Market sell,2024-09-27 14:32:13.471,IE00BSKRJZ44,IDTL,"iShares USD Treasury Bond 20+yr (Dist)",125.0000000000,3.65,USD,1.11836,6.31,"EUR",407.80,"EUR",,,,EOF21101693522,,,,,0.61,"EUR"
Market buy,2024-09-27 14:32:50.099,US76954A1034,RIVN,"Rivian Automotive",42.0000000000,11.68,USD,1.11841,,"EUR",439.28,"EUR",,,,EOF21101693775,,,,,0.66,"EUR"
Market buy,2024-09-27 14:33:14.193,US76954A1034,RIVN,"Rivian Automotive",0.8000000000,11.68,USD,1.00000,,"USD",9.34,"USD",,,,EOF21101693889,,,,,,
Market buy,2024-09-27 14:33:59.508,US76954A1034,RIVN,"Rivian Automotive",0.2000000000,11.68,USD,1.11770,,"EUR",2.09,"EUR",,,,EOF21101694095,,,,,,
Market sell,2024-09-27 14:36:46.661,US25058X3035,DM,"Desktop Metal",0.7322590000,4.69,USD,1.11866,-21.50,"EUR",3.07,"EUR",,,,EOF21101694602,,,,,,
Market buy,2024-09-27 14:57:27.655,US83417M1045,SEDG,"SolarEdge Technologies",23.0000000000,23.41,USD,1.00000,,"USD",538.43,"USD",,,,EOF21103050093,,,,,,
Market buy,2024-09-27 14:57:52.617,US83417M1045,SEDG,"SolarEdge Technologies",2.0000000000,23.41,USD,1.00000,,"USD",46.82,"USD",,,,EOF21103050148,,,,,,
Market sell,2024-09-27 14:59:32.981,US4592001014,IBM,"IBM",0.5000000000,223.71,USD,1.11787,32.72,"EUR",99.91,"EUR",,,,EOF21103050586,,,,,0.15,"EUR"
Market buy,2024-09-27 14:59:54.104,US83417M1045,SEDG,"SolarEdge Technologies",0.6000000000,23.35,USD,1.00000,,"USD",14.01,"USD",,,,EOF21103050660,,,,,,
Market buy,2024-09-27 15:00:15.39,US83417M1045,SEDG,"SolarEdge Technologies",5.4000000000,23.31,USD,1.11768,,"EUR",112.79,"EUR",,,,EOF21103050886,,,,,0.17,"EUR"
Market buy,2024-09-27 16:07:09.776,US7311052010,PSNY,"Polestar Automotive Holding UK",0.8000000000,1.84,USD,1.00000,,"USD",1.47,"USD",,,,EOF21103065632,,,,,,
Market buy,2024-09-27 16:08:23.084,US7311052010,PSNY,"Polestar Automotive Holding UK",100.0000000000,1.84,USD,1.11589,,"EUR",165.14,"EUR",,,,EOF21103065716,,,,,0.25,"EUR"
Market buy,2024-09-27 16:08:48.005,US7311052010,PSNY,"Polestar Automotive Holding UK",1.2000000000,1.84,USD,1.11515,,"EUR",1.98,"EUR",,,,EOF21103065763,,,,,,
Market buy,2024-09-27 16:10:15.846,US7311052010,PSNY,"Polestar Automotive Holding UK",130.0000000000,1.84,USD,1.11587,,"EUR",214.68,"EUR",,,,EOF21103065986,,,,,0.32,"EUR"
Market buy,2024-09-27 16:11:05.517,US7311052010,PSNY,"Polestar Automotive Holding UK",14.0000000000,1.84,USD,1.11563,,"EUR",23.12,"EUR",,,,EOF21103066078,,,,,0.03,"EUR"
Market buy,2024-09-27 16:13:47.43,US7311052010,PSNY,"Polestar Automotive Holding UK",1.9000000000,1.84,USD,1.11693,,"EUR",3.13,"EUR",,,,EOF21103066531,,,,,,
Market sell,2024-09-27 16:14:21.048,US5494981039,LCID,"Lucid",3.0000000000,3.69,USD,1.11592,0.71,"EUR",9.91,"EUR",,,,EOF21103066568,,,,,0.01,"EUR"
Market buy,2024-09-27 16:15:02.223,US7311052010,PSNY,"Polestar Automotive Holding UK",4.9000000000,1.84,USD,1.11584,,"EUR",8.09,"EUR",,,,EOF21103066604,,,,,0.01,"EUR"
Interest on cash,2024-09-28 01:01:39.131,,,,,,,,,,0.14,"EUR",,,"Interest on cash",f404a517-8426-4526-804d-81722a96b554,,,,,,
