Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Notes,ID,Currency conversion from amount,Currency (Currency conversion from amount),Currency conversion to amount,Currency (Currency conversion to amount),Currency conversion fee,Currency (Currency conversion fee)
Lending interest,2023-11-06 01:11:28.298,,,,,,,,,,0.04,"EUR",,,"Share lending interest",4280ce9b-3702-4067-9cd1-d8013953a376,,,,,,
Lending interest,2023-11-07 01:08:32.952,,,,,,,,,,0.03,"EUR",,,"Share lending interest",d46274e2-cb06-46c1-9e7d-5eceacd1966c,,,,,,
Deposit,2023-11-07 08:15:04.166,,,,,,,,,,500.00,"EUR",,,"Bank Transfer",b5bd60db-27ce-4a04-a462-0f01e96a36ff,,,,,,
Market buy,2023-11-07 08:33:22,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",4.0000000000,13.88,USD,1.06995,,"EUR",51.97,"EUR",,,,EOF5751777569,,,,,0.08,"EUR"
Market buy,2023-11-07 08:33:30,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",2.0000000000,21.59,USD,1.06993,,"EUR",40.41,"EUR",,,,EOF5751777578,,,,,0.06,"EUR"
Market buy,2023-11-07 08:34:33,LU1900066207,LBRA,"Amundi MSCI Brazil (Acc)",3.5000000000,20.26,EUR,1.00000,,"EUR",70.89,"EUR",,,,EOF5751777643,,,,,,
Market buy,2023-11-07 08:34:34,XS2595672036,TLT5,"Leverage Shares 5x Long 20+ Year Treasury Bond",6.0000000000,7.00,USD,1.07006,,"EUR",39.31,"EUR",,,,EOF5751777644,,,,,0.06,"EUR"
Market buy,2023-11-07 08:34:43,LU1900066207,LBRA,"Amundi MSCI Brazil (Acc)",0.5000000000,20.26,EUR,1.00000,,"EUR",10.13,"EUR",,,,EOF5751777653,,,,,,
Market buy,2023-11-07 08:35:05,LU0832435464,VOOL,"Amundi S&P 500 VIX Futures Enhanced Roll (Acc)",30.0000000000,1.56,EUR,1.00000,,"EUR",46.68,"EUR",,,,EOF5751777669,,,,,,
Market buy,2023-11-07 08:35:30,GB00B15KY211,NICK,"WisdomTree Nickel",3.0000000000,16.56,USD,1.06999,,"EUR",46.50,"EUR",,,,EOF5751777713,,,,,0.07,"EUR"
Market buy,2023-11-07 08:36:13,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",2.0000000000,31.02,USD,1.07003,,"EUR",58.06,"EUR",,,,EOF5751777752,,,,,0.09,"EUR"
Market buy,2023-11-07 08:36:41,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",100.0000000000,0.33,USD,1.07013,,"EUR",30.42,"EUR",,,,EOF5751777792,,,,,0.05,"EUR"
Market buy,2023-11-07 08:37:20,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",16.0000000000,3.97,USD,1.07001,,"EUR",59.47,"EUR",,,,EOF5751777820,,,,,0.09,"EUR"
Market buy,2023-11-07 08:37:35,JE00BN7KB664,WEAT,"WisdomTree Wheat",50.0000000000,0.53,USD,1.06999,,"EUR",24.90,"EUR",,,,EOF5751777827,,,,,0.04,"EUR"
Market buy,2023-11-07 08:37:44,GB00B15KY328,SLVR,"WisdomTree Silver",2.0000000000,19.64,USD,1.06971,,"EUR",36.78,"EUR",,,,EOF5751777832,,,,,0.06,"EUR"
Market buy,2023-11-07 08:39:05,GB00B15KXX56,BULL,"WisdomTree Gold",0.9500000000,20.47,USD,1.06966,,"EUR",18.21,"EUR",,,,EOF5751777972,,,,,0.03,"EUR"
Market buy,2023-11-07 09:00:00,US60770K1079,MRNA,"Moderna",0.6500000000,72.57,USD,1.07035,,"EUR",44.14,"EUR",,,,EOF5751778992,,,,,0.07,"EUR"
Market buy,2023-11-07 09:07:12,US0126531013,ALB,"Albemarle",0.3000000000,119.52,USD,1.06937,,"EUR",33.58,"EUR",,,,EOF5751779540,,,,,0.05,"EUR"
Dividend (Dividend),2023-11-07 11:02:02,US6549022043,NOK,"Nokia",33.0326500000,0.02,USD,Not available,,,0.64,"EUR",0.37,USD,,,,,,,,
Market buy,2023-11-07 14:30:05,IL0065100930,ZIM,"ZIM Integrated Shipping Services",4.0000000000,7.71,USD,1.06675,,"EUR",28.95,"EUR",,,,EOF5751798715,,,,,0.04,"EUR"
Interest on cash,2023-11-07 22:02:17.854,,,,,,,,,,0.01,"EUR",,,"Interest on cash",accd3b1d-8add-4ec9-a98e-7f615f25ace7,,,,,,
Lending interest,2023-11-08 01:08:25.259,,,,,,,,,,0.02,"EUR",,,"Share lending interest",54b3d1a1-f0ac-447a-9f74-eec75eaf6b8b,,,,,,
Lending interest,2023-11-09 01:08:28.321,,,,,,,,,,0.02,"EUR",,,"Share lending interest",5ce112e5-db40-4b49-80aa-ede5f8b60b07,,,,,,
Market sell,2023-11-09 14:55:45,US2546871060,DIS,"Walt Disney",0.3000000000,90.39,USD,1.07181,2.36,"EUR",25.26,"EUR",,,,EOF5900258005,,,,,0.04,"EUR"
Interest on cash,2023-11-09 22:02:18.537,,,,,,,,,,0.01,"EUR",,,"Interest on cash",e14194cf-765d-4a23-a388-dcb272fad8ae,,,,,,
Lending interest,2023-11-10 01:09:29.836,,,,,,,,,,0.02,"EUR",,,"Share lending interest",be06b527-c893-43cc-9d8c-3a2c53f81da8,,,,,,
Limit buy,2023-11-10 15:25:20,US7170811035,PFE,"Pfizer",0.6600000000,29.20,USD,1.06710,,"EUR",18.09,"EUR",,,,EOF5950124564,,,,,0.03,"EUR"
Market buy,2023-11-10 15:34:26,US7170811035,PFE,"Pfizer",1.0000000000,29.18,USD,1.06652,,"EUR",27.40,"EUR",,,,EOF5950126068,,,,,0.04,"EUR"
Lending interest,2023-11-11 01:10:16.752,,,,,,,,,,0.02,"EUR",,,"Share lending interest",80848035-afa7-43be-9bfa-9a21e7237d27,,,,,,
Interest on cash,2023-11-11 22:02:34.276,,,,,,,,,,0.01,"EUR",,,"Interest on cash",c252e387-0ff1-4e36-bad6-7db0fcbec133,,,,,,
Lending interest,2023-11-13 01:09:45.036,,,,,,,,,,0.05,"EUR",,,"Share lending interest",eea1e3fe-0b2c-4791-a091-4b432ac12592,,,,,,
Interest on cash,2023-11-13 22:02:34.905,,,,,,,,,,0.01,"EUR",,,"Interest on cash",8bbc2aca-7a87-4fc0-88be-de10a27758da,,,,,,
Lending interest,2023-11-14 01:08:39.978,,,,,,,,,,0.07,"EUR",,,"Share lending interest",41a103d8-a37a-47d3-a69b-4b65d228d60c,,,,,,
Lending interest,2023-11-15 01:09:37.055,,,,,,,,,,0.03,"EUR",,,"Share lending interest",29f66929-eb36-4c09-ab47-bc18943cd6ac,,,,,,
Interest on cash,2023-11-15 22:02:14.293,,,,,,,,,,0.01,"EUR",,,"Interest on cash",4f142add-0e8f-43e7-b59f-aa3a857deca7,,,,,,
Lending interest,2023-11-16 01:08:55.807,,,,,,,,,,0.06,"EUR",,,"Share lending interest",a8c7da79-935a-44fd-9375-fafd2e341760,,,,,,
Limit sell,2023-11-16 14:43:53,US4581401001,INTC,"Intel",1.2014810000,41.88,USD,1.08701,6.06,"EUR",46.22,"EUR",,,,EOF6200188653,,,,,0.07,"EUR"
Lending interest,2023-11-17 01:09:21.573,,,,,,,,,,0.06,"EUR",,,"Share lending interest",7c6abacf-cd72-480f-b180-b84bd53f76e1,,,,,,
Interest on cash,2023-11-17 22:02:18.571,,,,,,,,,,0.01,"EUR",,,"Interest on cash",52f6e956-464f-465e-ac6f-1760d5d95343,,,,,,
Lending interest,2023-11-18 01:10:45.144,,,,,,,,,,0.05,"EUR",,,"Share lending interest",642c4be3-12c5-4bc9-be77-95c2bf49e8cc,,,,,,
Interest on cash,2023-11-19 22:02:15.611,,,,,,,,,,0.01,"EUR",,,"Interest on cash",b4985b58-53ae-4eda-933c-a21b05d23a71,,,,,,
Lending interest,2023-11-20 01:09:18.389,,,,,,,,,,0.12,"EUR",,,"Share lending interest",c8ec720a-da1d-4606-b435-798eb3bccec3,,,,,,
Lending interest,2023-11-21 01:09:20.043,,,,,,,,,,0.04,"EUR",,,"Share lending interest",45a8cc81-727d-4fe1-be9c-fe7ea6558391,,,,,,
Interest on cash,2023-11-21 22:02:16.919,,,,,,,,,,0.01,"EUR",,,"Interest on cash",b4f9c5ad-fc59-4038-b122-471bf173e0e2,,,,,,
Lending interest,2023-11-22 01:09:09.666,,,,,,,,,,0.04,"EUR",,,"Share lending interest",15117a4a-0ffc-4b5c-8492-f9fdbef4795e,,,,,,
Market sell,2023-11-22 15:37:11,US0718131099,BAX,"Baxter International",2.6000000000,35.93,USD,1.08625,7.45,"EUR",85.87,"EUR",,,,EOF6449970799,,,,,0.13,"EUR"
Market buy,2023-11-22 15:38:28,XS2399367684,SMHS,"Leverage Shares -3x Short Semiconductors",70.0000000000,0.83,USD,1.08599,,"EUR",53.76,"EUR",,,,EOF6449970901,,,,,0.08,"EUR"
Market buy,2023-11-22 15:39:18,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",3.0000000000,17.67,USD,1.08551,,"EUR",48.89,"EUR",,,,EOF6449971017,,,,,0.07,"EUR"
Market sell,2023-11-22 15:39:57,XS2595672036,TLT5,"Leverage Shares 5x Long 20+ Year Treasury Bond",14.0000000000,8.06,USD,1.08571,11.81,"EUR",103.81,"EUR",,,,EOF6449971096,,,,,0.16,"EUR"
Market buy,2023-11-22 15:40:33,US76954A1034,RIVN,"Rivian Automotive",2.0000000000,15.88,USD,1.08581,,"EUR",29.29,"EUR",,,,EOF6449971171,,,,,0.04,"EUR"
Market buy,2023-11-22 15:41:04,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",300.0000000000,0.23,USD,1.08608,,"EUR",62.24,"EUR",,,,EOF6449971229,,,,,0.09,"EUR"
Market buy,2023-11-22 15:41:55,LU1900066207,LBRA,"Amundi MSCI Brazil (Acc)",2.0000000000,21.15,EUR,1.00000,,"EUR",42.30,"EUR",,,,EOF6449971311,,,,,,
Lending interest,2023-11-23 01:10:11.834,,,,,,,,,,0.02,"EUR",,,"Share lending interest",399ca3c5-31e2-4e98-a3e6-d5e5b969f7ba,,,,,,
Interest on cash,2023-11-23 22:02:39.155,,,,,,,,,,0.01,"EUR",,,"Interest on cash",fc893d17-abe4-4347-9b8c-f47887065a99,,,,,,
Lending interest,2023-11-24 01:10:47.916,,,,,,,,,,0.02,"EUR",,,"Share lending interest",6b13241c-25dd-4acf-85ed-52265c0a5ca1,,,,,,
Lending interest,2023-11-25 01:09:22.194,,,,,,,,,,0.02,"EUR",,,"Share lending interest",117ea2bc-036f-43b4-85bd-b65d21a39326,,,,,,
Interest on cash,2023-11-25 22:02:40.635,,,,,,,,,,0.01,"EUR",,,"Interest on cash",1335cdc2-f311-4b00-849f-62aead6550f4,,,,,,
Lending interest,2023-11-27 01:10:26.844,,,,,,,,,,0.04,"EUR",,,"Share lending interest",e96bb203-80d2-4994-b813-5da8c1982033,,,,,,
Interest on cash,2023-11-27 22:02:31.458,,,,,,,,,,0.01,"EUR",,,"Interest on cash",057a0806-ab84-4071-8e32-5e6a164fa7ad,,,,,,
Lending interest,2023-11-28 01:09:28.397,,,,,,,,,,0.02,"EUR",,,"Share lending interest",79fe7c5f-de67-4bba-a55d-9dccdc869e9f,,,,,,
Lending interest,2023-11-29 01:09:06.694,,,,,,,,,,0.01,"EUR",,,"Share lending interest",5cd49b93-3d6e-42d3-9898-e50069d22d66,,,,,,
Market sell,2023-11-29 14:59:28,US0718131099,BAX,"Baxter International",0.4000000000,36.80,USD,1.09768,1.32,"EUR",13.39,"EUR",,,,EOF6703488688,,,,,0.02,"EUR"
Interest on cash,2023-11-29 22:02:26.501,,,,,,,,,,0.01,"EUR",,,"Interest on cash",802a5410-fec2-4217-b52a-c7f0dbf89b7f,,,,,,
Lending interest,2023-11-30 01:09:21.564,,,,,,,,,,0.02,"EUR",,,"Share lending interest",4861ca7b-18d7-4fd6-a4f0-9b91a3df7c3e,,,,,,
Dividend (Dividend),2023-11-30 16:01:47,US1252691001,CF,"CF Industries",1.5003901000,0.34,USD,Not available,,,0.46,"EUR",0.09,USD,,,,,,,,
Lending interest,2023-12-01 01:09:14.764,,,,,,,,,,0.02,"EUR",,,"Share lending interest",1234349a-3840-47af-af9e-d283ed999189,,,,,,
Dividend (Dividend),2023-12-01 15:15:01,US4581401001,INTC,"Intel",1.2014810000,0.11,USD,Not available,,,0.12,"EUR",0.02,USD,,,,,,,,
Interest on cash,2023-12-01 22:02:25.987,,,,,,,,,,0.01,"EUR",,,"Interest on cash",15c3b0ca-36ff-42b4-b9f1-988b6852320a,,,,,,
Lending interest,2023-12-02 01:09:04.12,,,,,,,,,,0.02,"EUR",,,"Share lending interest",b8570b19-ff0c-4361-8d82-cd9b3a06044b,,,,,,
Interest on cash,2023-12-03 22:02:23.358,,,,,,,,,,0.01,"EUR",,,"Interest on cash",6c215b80-8c48-4abf-b4e3-e042ac524ba5,,,,,,
Lending interest,2023-12-04 01:10:18.188,,,,,,,,,,0.04,"EUR",,,"Share lending interest",b03bb340-8214-4e8e-8462-33a5ad70713c,,,,,,
Dividend (Dividend),2023-12-04 13:00:41,US7170811035,PFE,"Pfizer",0.4400000000,0.35,USD,Not available,,,0.14,"EUR",0.03,USD,,,,,,,,
Lending interest,2023-12-05 01:09:33.111,,,,,,,,,,0.02,"EUR",,,"Share lending interest",8f1e6fcc-b73d-4a45-84c8-fd6cad70babc,,,,,,
Interest on cash,2023-12-05 22:02:01.523,,,,,,,,,,0.01,"EUR",,,"Interest on cash",8e8e414f-0a48-4dc3-966e-7224ee2a941e,,,,,,
Lending interest,2023-12-06 01:09:48.412,,,,,,,,,,0.02,"EUR",,,"Share lending interest",b2383453-635c-4f8e-9e12-b7f2bf2925e3,,,,,,
Market buy,2023-12-06 16:17:28.832,US76954A1034,RIVN,"Rivian Automotive",1.0000000000,19.07,USD,1.07984,,"EUR",17.69,"EUR",,,,EOF7051533693,,,,,0.03,"EUR"
Lending interest,2023-12-07 01:10:00.833,,,,,,,,,,0.02,"EUR",,,"Share lending interest",0bbdf608-3051-4fcf-987d-c284cf3a4c94,,,,,,
Deposit,2023-12-07 08:00:05.857,,,,,,,,,,500.00,"EUR",,,"Bank Transfer",4607e528-66ce-4e53-aff2-8fbe81606a59,,,,,,
Market buy,2023-12-07 16:49:41.354,US7170811035,PFE,"Pfizer",1.0000000000,28.80,USD,1.07905,,"EUR",26.73,"EUR",,,,EOF7101240148,,,,,0.04,"EUR"
Lending interest,2023-12-08 01:10:16.83,,,,,,,,,,0.02,"EUR",,,"Share lending interest",69c8fbc5-069a-40ed-be12-f7287176ea25,,,,,,
Interest on cash,2023-12-08 05:18:45.117,,,,,,,,,,0.02,"EUR",,,"Interest on cash",0491b864-f2fd-43ff-9a54-afa32ebb02ba,,,,,,
Interest on cash,2023-12-08 22:02:27.778,,,,,,,,,,0.02,"EUR",,,"Interest on cash",dbef78f1-b3fd-43aa-8b7f-5aa82bd6cdda,,,,,,
Lending interest,2023-12-09 01:09:32.853,,,,,,,,,,0.02,"EUR",,,"Share lending interest",47f41e2a-0391-4ea4-a8cb-526be5516181,,,,,,
Interest on cash,2023-12-09 22:02:20.372,,,,,,,,,,0.02,"EUR",,,"Interest on cash",a377237b-279e-47cf-8ce2-72736c457b72,,,,,,
Interest on cash,2023-12-10 22:02:01.085,,,,,,,,,,0.02,"EUR",,,"Interest on cash",05ad1a1f-bc17-4434-aa90-dce16b3faa21,,,,,,
Lending interest,2023-12-11 01:09:21.891,,,,,,,,,,0.04,"EUR",,,"Share lending interest",bf97407f-f28e-41e3-91e3-05b5b886395d,,,,,,
Market buy,2023-12-11 10:32:58.754,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",70.0000000000,1.23,EUR,1.00000,,"EUR",86.20,"EUR",,,,EOF7201241895,,,,,,
Market buy,2023-12-11 10:33:33.278,US01609W1027,AHLA,"Alibaba",1.0000000000,65.70,EUR,1.00000,,"EUR",65.70,"EUR",,,,EOF7201241927,,,,,,
Market buy,2023-12-11 10:33:44.255,LU0832435464,VOOL,"Amundi S&P 500 VIX Futures Enhanced Roll (Acc)",40.0000000000,1.38,EUR,1.00000,,"EUR",55.17,"EUR",,,,EOF7201241934,,,,,,
Market buy,2023-12-11 10:34:48.693,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",1.0100000000,32.63,USD,1.07719,,"EUR",30.64,"EUR",,,,EOF7201241987,,,,,0.05,"EUR"
Market buy,2023-12-11 10:34:50.752,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",800.0000000000,0.14,USD,1.07715,,"EUR",104.88,"EUR",,,,EOF7201241992,,,,,0.16,"EUR"
Market buy,2023-12-11 10:36:09.392,GB00B15KXX56,BULL,"WisdomTree Gold",3.0000000000,20.68,USD,1.07708,,"EUR",57.69,"EUR",,,,EOF7201242052,,,,,0.09,"EUR"
Market buy,2023-12-11 10:40:39.191,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",5.0000000000,3.94,USD,1.07727,,"EUR",18.31,"EUR",,,,EOF7201242394,,,,,0.03,"EUR"
Market buy,2023-12-11 10:45:28.88,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",16.0000000000,3.38,USD,1.07765,,"EUR",50.30,"EUR",,,,EOF7201242830,,,,,0.08,"EUR"
Dividend (Dividend),2023-12-11 14:45:39,US8740602052,TAK,"Takeda Pharmaceutical",6.0000000000,0.27,USD,Not available,,,1.51,"EUR",0.29,USD,,,,,,,,
Dividend (Dividend),2023-12-11 14:50:09,US4592001014,IBM,"IBM",1.3074221000,1.41,USD,Not available,,,1.71,"EUR",0.33,USD,,,,,,,,
Interest on cash,2023-12-11 22:02:17.602,,,,,,,,,,0.01,"EUR",,,"Interest on cash",ebaced05-3d9b-456e-a078-a4bd0c46ca80,,,,,,
Lending interest,2023-12-12 01:09:39.434,,,,,,,,,,0.02,"EUR",,,"Share lending interest",06db2dfd-0ec0-4a0f-8e10-0a3d8d52fad4,,,,,,
Dividend (Dividend),2023-12-12 08:53:20,US88579Y1010,MMM,"3M",3.0000000000,1.28,USD,Not available,,,3.55,"EUR",0.68,USD,,,,,,,,
Lending interest,2023-12-13 01:09:52.305,,,,,,,,,,0.02,"EUR",,,"Share lending interest",c5df655d-45ed-4001-9b13-d3ce55fb9b2f,,,,,,
Interest on cash,2023-12-13 22:01:58.062,,,,,,,,,,0.01,"EUR",,,"Interest on cash",6345201d-3e31-445a-ac7c-0fcb640e8a20,,,,,,
Lending interest,2023-12-14 01:09:43.286,,,,,,,,,,0.02,"EUR",,,"Share lending interest",78bf43de-b5ad-4d9a-8abb-c70205bb7c19,,,,,,
Market buy,2023-12-14 23:33:59.79,US7170811035,PFE,"Pfizer",0.6000000000,26.21,USD,1.09972,,"EUR",14.32,"EUR",,,,EOF7402003716,,,,,0.02,"EUR"
Lending interest,2023-12-15 01:09:35.382,,,,,,,,,,0.02,"EUR",,,"Share lending interest",f6d999b5-453f-4223-ac11-62c897c36dba,,,,,,
Market sell,2023-12-15 12:02:42.188,XS2595672036,TLT5,"Leverage Shares 5x Long 20+ Year Treasury Bond",14.5766700000,12.15,USD,1.09702,65.48,"EUR",161.19,"EUR",,,,EOF7402034744,,,,,0.24,"EUR"
Market buy,2023-12-15 12:09:35.969,IE00BSKRJZ44,IDTL,"iShares USD Treasury Bond 20+yr (Dist)",44.0000000000,3.65,USD,1.09616,,"EUR",146.63,"EUR",,,,EOF7402035027,,,,,0.22,"EUR"
Market buy,2023-12-15 12:11:19.579,IE00BSKRJZ44,IDTL,"iShares USD Treasury Bond 20+yr (Dist)",4.0000000000,3.65,USD,1.09601,,"EUR",13.33,"EUR",,,,EOF7402035159,,,,,0.02,"EUR"
Market buy,2023-12-15 12:11:29.457,IE00BSKRJZ44,IDTL,"iShares USD Treasury Bond 20+yr (Dist)",1.0000000000,3.65,USD,1.09519,,"EUR",3.33,"EUR",,,,EOF7402035168,,,,,,
Market sell,2023-12-15 12:13:35.24,JE00B2NFTL95,LBUL,"WisdomTree Gold 2x Leveraged",0.0678057500,60.94,USD,1.09604,0.32,"EUR",3.76,"EUR",,,,EOF7402035250,,,,,0.01,"EUR"
Market sell,2023-12-15 12:14:04.523,JE00BDD9QB77,LNIK,"WisdomTree Nickel 2x Leveraged",0.0188940300,22.25,USD,1.10604,-0.88,"EUR",0.38,"EUR",,,,EOF7402035276,,,,,,
Market sell,2023-12-15 12:14:15.333,JE00B2NFV134,LPLA,"WisdomTree Platinum 2x Leveraged",0.4385052000,1.93,USD,1.09626,-0.43,"EUR",0.77,"EUR",,,,EOF7402035290,,,,,,
Market sell,2023-12-15 12:14:26.874,IE00B7XD2195,3SIL,"WisdomTree Silver 3x Leveraged",0.0385451500,43.01,USD,1.09789,-0.79,"EUR",1.51,"EUR",,,,EOF7402035297,,,,,,
Market sell,2023-12-15 12:15:10.778,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.0294122000,7.12,USD,1.10179,-0.41,"EUR",0.19,"EUR",,,,EOF7402035344,,,,,,
Market sell,2023-12-15 12:15:24.093,JE00B2NFTF36,LCOP,"WisdomTree Copper 2x Leveraged",0.1430269000,7.56,USD,1.09184,-0.28,"EUR",0.99,"EUR",,,,EOF7402035369,,,,,,
Market sell,2023-12-15 12:15:26.918,JE00B2NFTG43,LCOR,"WisdomTree Corn 2x Leveraged",0.2055271000,2.14,USD,1.10111,-0.40,"EUR",0.40,"EUR",,,,EOF7402035375,,,,,,
Market sell,2023-12-15 12:15:41.748,JE00B2NFTC05,LALU,"WisdomTree Aluminium 2x Leveraged",0.1142504000,1.88,USD,1.07566,-0.18,"EUR",0.20,"EUR",,,,EOF7402035399,,,,,,
Market sell,2023-12-15 12:16:02.87,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",0.3685734600,9.68,USD,1.09744,-1.22,"EUR",3.25,"EUR",,,,EOF7402035422,,,,,,
Market buy,2023-12-15 12:17:51.597,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",0.0557730000,17.93,EUR,1.00000,,"EUR",1.00,"EUR",,,,EOF7402035507,,,,,,
Market sell,2023-12-15 12:18:17.639,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",0.0559692100,17.88,EUR,1.00000,-0.01,"EUR",1.00,"EUR",,,,EOF7402035635,,,,,,
Market sell,2023-12-15 12:27:20.41,CA4339211035,HIVE,"Hive Digital Technologies Ltd",0.6400000000,3.52,USD,1.09359,-9.76,"EUR",2.06,"EUR",,,,EOF7402036164,,,,,,
Market sell,2023-12-15 12:33:12.798,US3703341046,GIS,"General Mills",1.2500000000,66.45,USD,1.09566,2.55,"EUR",75.70,"EUR",,,,EOF7402036566,,,,,0.11,"EUR"
Market sell,2023-12-15 12:33:47.072,NL0000235190,AIR,"Airbus",0.0346597000,139.32,EUR,1.00000,0.88,"EUR",4.83,"EUR",,,,EOF7402036599,,,,,,
Market buy,2023-12-15 12:34:28.56,US76954A1034,RIVN,"Rivian Automotive",3.0000000000,23.30,USD,1.09561,,"EUR",63.90,"EUR",,,,EOF7402036625,,,,,0.10,"EUR"
Market buy,2023-12-15 12:35:39.031,US7170811035,PFE,"Pfizer",0.3000000000,26.39,USD,1.09502,,"EUR",7.24,"EUR",,,,EOF7402036687,,,,,0.01,"EUR"
Market sell,2023-12-15 15:06:18.686,US6833734014,OTRK,"Ontrak",0.0750000000,0.45,USD,1.11275,-5.34,"EUR",0.03,"EUR",,,,EOF7450840959,,,,,,
Dividend (Dividend),2023-12-15 15:14:01,US4278661081,HSY,"Hershey",0.3720000000,1.01,USD,Not available,,,0.34,"EUR",0.07,USD,,,,,,,,
Market buy,2023-12-15 15:42:16.808,MHY8162K2046,SBLK,"Star Bulk Carriers",0.3764460000,21.00,USD,1.09190,,"EUR",7.25,"EUR",,,,EOF7451905610,,,,,0.01,"EUR"
Market buy,2023-12-15 15:44:13.792,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.1974616200,9.20,USD,1.09436,,"EUR",1.66,"EUR",,,,EOF7451905897,,,,,,
Market buy,2023-12-15 15:45:30.205,GB00B15KXX56,BULL,"WisdomTree Gold",0.1500000000,21.13,USD,1.08891,,"EUR",2.91,"EUR",,,,EOF7451906226,,,,,,
Market sell,2023-12-15 15:47:59.344,US00202F1021,AMKBY,"AP Moller Maersk",0.1958730000,8.61,USD,1.08804,-0.15,"EUR",1.55,"EUR",,,,EOF7451906649,,,,,,
Market buy,2023-12-15 15:48:14.369,US00202F1021,AMKBY,"AP Moller Maersk",1.0000000000,8.63,USD,1.09102,,"EUR",7.92,"EUR",,,,EOF7451906982,,,,,0.01,"EUR"
Market sell,2023-12-15 15:51:29.584,US6549022043,NOK,"Nokia",1.0326500000,3.25,USD,1.08964,-1.37,"EUR",3.08,"EUR",,,,EOF7451908636,,,,,,
Market buy,2023-12-15 15:51:47.104,US6549022043,NOK,"Nokia",2.0000000000,3.26,USD,1.09030,,"EUR",5.99,"EUR",,,,EOF7451908855,,,,,0.01,"EUR"
Market sell,2023-12-15 15:52:41.404,CA67077M1086,NTR,"Nutrien",0.1020000000,54.86,USD,1.09078,-2.08,"EUR",5.12,"EUR",,,,EOF7451909107,,,,,0.01,"EUR"
Market buy,2023-12-15 15:53:29.306,CA67077M1086,NTR,"Nutrien",0.1001366000,54.92,USD,1.09117,,"EUR",5.05,"EUR",,,,EOF7451909212,,,,,0.01,"EUR"
Limit buy,2023-12-15 19:04:02.664,US4278661081,HSY,"Hershey",0.2000000000,182.78,USD,1.08959,,"EUR",33.60,"EUR",,,,EOF7451945109,,,,,0.05,"EUR"
Interest on cash,2023-12-15 22:02:37.536,,,,,,,,,,0.01,"EUR",,,"Interest on cash",58ff6fa6-1cd5-4b20-873f-d1864c3b9bd5,,,,,,
Lending interest,2023-12-16 01:10:02.266,,,,,,,,,,0.02,"EUR",,,"Share lending interest",22d307af-56ab-494d-b08c-d2184a1e2d4f,,,,,,
Lending interest,2023-12-18 01:10:43.307,,,,,,,,,,0.04,"EUR",,,"Share lending interest",b5f93b03-d101-4a4f-8bb3-06aa941d71bb,,,,,,
Dividend (Dividend),2023-12-18 13:33:58,MHY8162K2046,SBLK,"Star Bulk Carriers",6.6235540000,0.22,USD,Not available,,,1.34,"EUR",0.00,USD,,,,,,,,
Interest on cash,2023-12-18 22:02:08.721,,,,,,,,,,0.01,"EUR",,,"Interest on cash",6d57db0e-517f-4990-b2bc-a3ff9f789e2a,,,,,,
Lending interest,2023-12-19 01:10:40.549,,,,,,,,,,0.02,"EUR",,,"Share lending interest",eeeb4b0d-e12a-4c39-99db-878802bc4a71,,,,,,
Lending interest,2023-12-20 01:10:18.179,,,,,,,,,,0.02,"EUR",,,"Share lending interest",14a118fc-6ee6-4764-a56a-34971ba334b3,,,,,,
Market sell,2023-12-20 15:26:27.786,JE00BN7KB441,CORN,"WisdomTree Corn",0.5454545400,24.02,USD,1.09524,-2.71,"EUR",11.94,"EUR",,,,EOF7650454882,,,,,0.02,"EUR"
Market buy,2023-12-20 15:27:03.294,JE00BN7KB441,CORN,"WisdomTree Corn",0.5000000000,24.05,USD,1.09517,,"EUR",11.00,"EUR",,,,EOF7650454945,,,,,0.02,"EUR"
Market sell,2023-12-20 15:27:55.172,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",0.0903332000,16.21,USD,1.09276,-0.56,"EUR",1.34,"EUR",,,,EOF7650455044,,,,,,
Market buy,2023-12-20 15:30:24.553,US5533681012,MP,"MP Materials",2.0000000000,18.68,USD,1.09592,,"EUR",34.14,"EUR",,,,EOF7650455412,,,,,0.05,"EUR"
