Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Notes,ID,Currency conversion fee,Currency (Currency conversion fee)
Market sell,2023-04-12 13:12:15,GB00B15KY328,SLVR,"WisdomTree Silver",2.0000000000,22.27,USD,1.09706,3.79,"EUR",40.53,"EUR",,,,,,,,EOF2357835521,0.06,"EUR"
Market buy,2023-04-13 09:10:00,XS2376975376,3SLV,"GraniteShares 3x Short LVMH",60.0000000000,0.61,EUR,1.00000,,"EUR",36.34,"EUR",,,,,,,,EOF2359732975,,
Dividend (Ordinary),2023-04-14 08:09:57,CA67077M1086,NTR,"Nutrien",1.6418634000,0.45,USD,Not available,,,0.67,"EUR",0.13,USD,,,,,,,,
Dividend (Return of capital non us),2023-04-14 12:58:34,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.1500000000,0.37,USD,Not available,,,0.05,"EUR",0.00,USD,,,,,,,,
Market buy,2023-04-14 14:46:30,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",100.0000000000,0.37,USD,1.10032,,"EUR",34.04,"EUR",,,,,,,,EOF2362864895,0.05,"EUR"
Dividend (Ordinary),2023-04-17 09:53:11,US8740391003,TSM,"Taiwan Semiconductor Manufacturing",1.5869874000,0.36,USD,Not available,,,0.51,"EUR",0.15,USD,,,,,,,,
Market buy,2023-04-17 13:22:07,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",10.0000000000,4.46,USD,1.09432,,"EUR",40.77,"EUR",,,,,,,,EOF2363945441,0.06,"EUR"
Dividend (Ordinary),2023-04-18 10:29:57,US00202F1021,AMKBY,"AP Moller Maersk",4.6958730000,2.29,USD,Not available,,,9.80,"EUR",3.98,USD,,,,,,,,
Market sell,2023-04-28 09:26:29,XS2297551298,SHOS,"Leverage Shares -1x Short Shopify",47.0000000000,3.50,USD,1.09889,-51.83,"EUR",149.69,"EUR",,,,,,,,EOF2382502403,,
Dividend (Ordinary),2023-05-01 10:45:00,NL0000235190,AIR,"Airbus",0.0346597000,1.53,EUR,Not available,,,0.05,"EUR",0.01,EUR,,,,,,,,
Deposit,2023-05-09 06:37:39,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",119ed7a5-deb9-4736-8ddc-7466546dc252,,
Market buy,2023-05-09 09:15:00,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",100.0000000000,0.36,USD,1.09812,,"EUR",32.56,"EUR",,,,,,,,EOF3015563237,0.05,"EUR"
Market buy,2023-05-09 09:15:56,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",120.0000000000,1.32,EUR,1.00000,,"EUR",158.98,"EUR",,,,,,,,EOF3015563277,,
Market buy,2023-05-09 09:17:11,XS2399367684,SMHS,"Leverage Shares -3x Short Semiconductors",20.0000000000,2.33,USD,1.09820,,"EUR",42.42,"EUR",,,,,,,,EOF3015563325,0.06,"EUR"
Market buy,2023-05-09 09:17:14,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",100.0000000000,0.46,USD,1.09804,,"EUR",42.08,"EUR",,,,,,,,EOF3015563326,0.06,"EUR"
Market buy,2023-05-09 09:17:53,JE00BN7KB664,WEAT,"WisdomTree Wheat",50.0000000000,0.63,USD,1.09807,,"EUR",28.59,"EUR",,,,,,,,EOF3015563337,0.04,"EUR"
Market buy,2023-05-09 09:18:41,XS2376975376,3SLV,"GraniteShares 3x Short LVMH",30.0000000000,0.58,EUR,1.00000,,"EUR",17.42,"EUR",,,,,,,,EOF3015563366,,
Market buy,2023-05-09 09:22:14,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",5.0000000000,4.55,USD,1.09782,,"EUR",20.73,"EUR",,,,,,,,EOF3015563520,0.03,"EUR"
Market buy,2023-05-09 09:24:17,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",30.0000000000,4.71,USD,1.09777,,"EUR",128.85,"EUR",,,,,,,,EOF3015563576,0.19,"EUR"
Market buy,2023-05-09 13:37:59,JE00BN7KB664,WEAT,"WisdomTree Wheat",50.0000000000,0.62,USD,1.09458,,"EUR",28.27,"EUR",,,,,,,,EOF3015589724,0.04,"EUR"
Market buy,2023-05-09 15:18:09,US0126531013,ALB,"Albemarle",0.1000000000,195.86,USD,1.09541,,"EUR",17.91,"EUR",,,,,,,,EOF3016110369,0.03,"EUR"
Dividend (Ordinary),2023-05-11 09:11:03,US6549022043,NOK,"Nokia",22.3154500000,0.02,USD,Not available,,,0.44,"EUR",0.26,USD,,,,,,,,
Market buy,2023-05-11 13:32:18,CA67077M1086,NTR,"Nutrien",0.5000000000,60.00,USD,1.09170,,"EUR",27.52,"EUR",,,,,,,,EOF3019410233,0.04,"EUR"
Market buy,2023-05-11 13:32:42,US61945C1036,MOS,"Mosaic",1.0000000000,35.37,USD,1.09166,,"EUR",32.45,"EUR",,,,,,,,EOF3019410512,0.05,"EUR"
Market buy,2023-05-11 13:32:59,US61945C1036,MOS,"Mosaic",1.0000000000,35.44,USD,1.09180,,"EUR",32.51,"EUR",,,,,,,,EOF3019410809,0.05,"EUR"
Market buy,2023-05-11 13:33:15,CA67077M1086,NTR,"Nutrien",0.4000000000,61.19,USD,1.09170,,"EUR",22.45,"EUR",,,,,,,,EOF3019410966,0.03,"EUR"
Market buy,2023-05-11 13:33:33,US5533681012,MP,"MP Materials",1.0000000000,22.29,USD,1.09211,,"EUR",20.44,"EUR",,,,,,,,EOF3019411137,0.03,"EUR"
Market buy,2023-05-12 09:03:07,US01609W1027,AHLA,"Alibaba",0.6000000000,79.40,EUR,1.00000,,"EUR",47.64,"EUR",,,,,,,,EOF3020231199,,
Market buy,2023-05-15 10:58:23,GB00B15KY211,NICK,"WisdomTree Nickel",1.0000000000,20.59,USD,1.08769,,"EUR",18.96,"EUR",,,,,,,,EOF3023584410,0.03,"EUR"
Market sell,2023-05-15 11:16:03,XS2836637525,3SMI,"GraniteShares 3x Short MicroStrategy",50000.0000000000,0.00,USD,1.08754,0.16,"EUR",18.36,"EUR",,,,,,,,EOF3023585005,0.03,"EUR"
Market buy,2023-05-15 13:57:56,JE00BN7KB664,WEAT,"WisdomTree Wheat",30.0000000000,0.64,USD,1.08796,,"EUR",17.65,"EUR",,,,,,,,EOF3024231441,0.03,"EUR"
Market buy,2023-05-15 13:58:42,US5533681012,MP,"MP Materials",2.0000000000,21.44,USD,1.08777,,"EUR",39.48,"EUR",,,,,,,,EOF3024231615,0.06,"EUR"
Market buy,2023-05-15 13:59:46,US5533681012,MP,"MP Materials",0.1220000000,21.40,USD,1.08783,,"EUR",2.40,"EUR",,,,,,,,EOF3024231796,,
Market buy,2023-05-15 14:01:22,US1252691001,CF,"CF Industries",0.2220000000,67.19,USD,1.08797,,"EUR",13.73,"EUR",,,,,,,,EOF3024232124,0.02,"EUR"
Market buy,2023-05-15 14:03:50,US61945C1036,MOS,"Mosaic",0.0590000000,35.99,USD,1.08892,,"EUR",1.95,"EUR",,,,,,,,EOF3024232781,,
Market buy,2023-05-15 14:05:00,US61945C1036,MOS,"Mosaic",0.8820000000,36.06,USD,1.08771,,"EUR",29.28,"EUR",,,,,,,,EOF3024232961,0.04,"EUR"
Market sell,2023-05-15 14:06:06,US02079K3059,GOOGL,"Alphabet (Class A)",0.1000000000,117.30,USD,1.08812,2.07,"EUR",10.76,"EUR",,,,,,,,EOF3024233279,0.02,"EUR"
Market sell,2023-05-15 14:06:33,US0231351067,AMZN,"Amazon",0.0100000000,109.56,USD,1.08475,0.18,"EUR",1.01,"EUR",,,,,,,,EOF3024233429,,
Limit sell,2023-05-24 13:01:04,XS2376975376,3SLV,"GraniteShares 3x Short LVMH",20.0000000000,0.70,EUR,1.00000,2.05,"EUR",14.00,"EUR",,,,,,,,EOF3040670440,,
Limit sell,2023-05-25 12:32:30,XS2376975376,3SLV,"GraniteShares 3x Short LVMH",50.0000000000,0.70,EUR,1.00000,5.14,"EUR",35.00,"EUR",,,,,,,,EOF3042972736,,
Market buy,2023-05-25 13:04:07,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",744.5770000000,0.08,USD,1.07194,,"EUR",52.87,"EUR",,,,,,,,EOF3042974876,0.08,"EUR"
Market buy,2023-05-25 13:04:09,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",255.4230000000,0.08,USD,1.07190,,"EUR",18.14,"EUR",,,,,,,,EOF3042974881,0.03,"EUR"
Limit sell,2023-05-30 13:49:43,US8740391003,TSM,"Taiwan Semiconductor Manufacturing",1.0000000000,105.03,USD,1.07304,-8.47,"EUR",97.73,"EUR",,,,,,,,EOF3053580166,0.15,"EUR"
Dividend (Ordinary),2023-06-01 10:08:43,US1252691001,CF,"CF Industries",0.8783901000,0.34,USD,Not available,,,0.28,"EUR",0.05,USD,,,,,,,,
Market sell,2023-06-01 19:38:11,CA13321L1085,CCJ,"Cameco",1.0000000000,30.56,USD,1.07567,4.70,"EUR",28.37,"EUR",,,,,,,,EOF3060382561,0.04,"EUR"
Market sell,2023-06-01 19:43:00,US02079K3059,GOOGL,"Alphabet (Class A)",0.0900000000,122.94,USD,1.07527,2.46,"EUR",10.27,"EUR",,,,,,,,EOF3060383871,0.02,"EUR"
Dividend (Ordinary),2023-06-02 10:38:46,US4581401001,INTC,"Intel",3.2014810000,0.11,USD,Not available,,,0.32,"EUR",0.06,USD,,,,,,,,
Market sell,2023-06-02 11:13:12,XS2376975376,3SLV,"GraniteShares 3x Short LVMH",20.0000000000,0.66,EUR,1.00000,1.22,"EUR",13.17,"EUR",,,,,,,,EOF3061473689,,
Market buy,2023-06-02 12:11:16,US01609W1027,AHLA,"Alibaba",1.0000000000,78.75,EUR,1.00000,,"EUR",78.75,"EUR",,,,,,,,EOF3061476664,,
Market buy,2023-06-02 13:30:07,US0311621009,AMGN,"Amgen",0.2000000000,214.32,USD,1.07671,,"EUR",39.87,"EUR",,,,,,,,EOF3061485179,0.06,"EUR"
Market buy,2023-06-02 13:30:11,US70450Y1038,PYPL,"PayPal",1.5000000000,63.78,USD,1.07675,,"EUR",88.98,"EUR",,,,,,,,EOF3061487194,0.13,"EUR"
Market buy,2023-06-02 13:30:17,US88579Y1010,MMM,"3M",1.0000000000,96.40,USD,1.07673,,"EUR",89.66,"EUR",,,,,,,,EOF3061490665,0.13,"EUR"
Market sell,2023-06-02 13:43:41,US69608A1088,PLTR,"Palantir",23.9886830000,14.88,USD,1.07596,-1.44,"EUR",331.25,"EUR",,,,,,,,EOF3062763617,0.50,"EUR"
Market buy,2023-06-02 13:46:03,LU0832435464,VOOL,"Amundi S&P 500 VIX Futures Enhanced Roll (Acc)",20.0000000000,2.03,EUR,1.00000,,"EUR",40.67,"EUR",,,,,,,,EOF3062764487,,
Market buy,2023-06-02 14:00:48,XS2399367684,SMHS,"Leverage Shares -3x Short Semiconductors",30.0000000000,1.32,USD,1.07445,,"EUR",36.86,"EUR",,,,,,,,EOF3062770618,0.06,"EUR"
Market buy,2023-06-05 12:24:11,LU1900066207,LBRA,"Amundi MSCI Brazil (Acc)",3.0000000000,18.96,EUR,1.00000,,"EUR",56.88,"EUR",,,,,,,,EOF3065445275,,
Market buy,2023-06-05 12:25:34,GB00B15KY211,NICK,"WisdomTree Nickel",1.0000000000,19.33,USD,1.06854,,"EUR",18.12,"EUR",,,,,,,,EOF3065445379,0.03,"EUR"
Market buy,2023-06-05 12:25:45,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",1.0000000000,23.95,USD,1.06871,,"EUR",22.44,"EUR",,,,,,,,EOF3065445383,0.03,"EUR"
Market buy,2023-06-05 18:07:08,IL0065100930,ZIM,"ZIM Integrated Shipping Services",2.0000000000,13.74,USD,1.07134,,"EUR",25.69,"EUR",,,,,,,,EOF3073165936,0.04,"EUR"
Market buy,2023-06-05 18:07:35,IL0065100930,ZIM,"ZIM Integrated Shipping Services",2.0000000000,13.75,USD,1.07128,,"EUR",25.71,"EUR",,,,,,,,EOF3073165953,0.04,"EUR"
Market sell,2023-06-06 14:18:36,XS2836637525,3SMI,"GraniteShares 3x Short MicroStrategy",100000.0000000000,0.00,USD,1.06837,-8.38,"EUR",28.04,"EUR",,,,,,,,EOF3076315150,0.04,"EUR"
Interest on cash,2023-06-06 21:04:01,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",cc21845a-1d37-453e-aa3d-a863d8f7e254,,
Deposit,2023-06-08 06:45:42,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",adfd82cc-6f75-430e-862e-9a56d90dbc48,,
Market buy,2023-06-08 15:11:17,LU0832435464,VOOL,"Amundi S&P 500 VIX Futures Enhanced Roll (Acc)",20.0000000000,1.90,EUR,1.00000,,"EUR",38.04,"EUR",,,,,,,,EOF3083959560,,
Market sell,2023-06-08 15:11:56,US83406F1021,SOFI,"SoFi Technologies",10.3099090000,8.02,USD,1.07733,2.47,"EUR",76.63,"EUR",,,,,,,,EOF3083959682,0.12,"EUR"
Market buy,2023-06-08 15:14:00,GB00B15KY211,NICK,"WisdomTree Nickel",3.0000000000,19.98,USD,1.07747,,"EUR",55.71,"EUR",,,,,,,,EOF3083960094,0.08,"EUR"
Market buy,2023-06-08 15:17:54,US1252691001,CF,"CF Industries",0.1900000000,66.72,USD,1.07795,,"EUR",11.78,"EUR",,,,,,,,EOF3083960813,0.02,"EUR"
Interest on cash,2023-06-08 21:04:31,,,,,,,,,,0.02,"EUR",,,,,,,"Interest on cash",23d53486-80b6-40b8-9099-71b40077315c,,
Dividend (Dividends paid by us corporations),2023-06-09 12:15:08,US0311621009,AMGN,"Amgen",0.2000000000,1.81,USD,Not available,,,0.34,"EUR",0.06,USD,,,,,,,,
Interest on cash,2023-06-09 21:04:31,,,,,,,,,,0.02,"EUR",,,,,,,"Interest on cash",78966c22-4c18-4325-b415-f43d46947302,,
Interest on cash,2023-06-10 21:04:28,,,,,,,,,,0.02,"EUR",,,,,,,"Interest on cash",2488e842-3ff9-4d90-ad1f-745f237b54c8,,
Interest on cash,2023-06-11 21:04:41,,,,,,,,,,0.02,"EUR",,,,,,,"Interest on cash",35d9a5bd-9cf1-4f72-b73b-b1c5b0010180,,
Interest on cash,2023-06-12 21:04:37,,,,,,,,,,0.02,"EUR",,,,,,,"Interest on cash",dc48726a-cd6e-4343-b4f4-957f72f6d67a,,
Market buy,2023-06-13 11:39:25,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",20.0000000000,4.02,USD,1.07954,,"EUR",74.53,"EUR",,,,,,,,EOF3092667218,0.11,"EUR"
Dividend (Dividends paid by us corporations),2023-06-13 12:16:54,US4592001014,IBM,"IBM",0.8074221000,1.41,USD,Not available,,,1.06,"EUR",0.20,USD,,,,,,,,
Market buy,2023-06-13 19:35:00,US88579Y1010,MMM,"3M",1.0000000000,102.87,USD,1.07909,,"EUR",95.47,"EUR",,,,,,,,EOF3094598884,0.14,"EUR"
Market buy,2023-06-13 19:54:58,US1252691001,CF,"CF Industries",1.0000000000,69.47,USD,1.07956,,"EUR",64.45,"EUR",,,,,,,,EOF3095600970,0.10,"EUR"
Market buy,2023-06-13 19:55:12,CA2926717083,UUUU,"Energy Fuels",4.0000000000,6.52,USD,1.07947,,"EUR",24.20,"EUR",,,,,,,,EOF3095601003,0.04,"EUR"
Market buy,2023-06-13 19:55:41,US4592001014,IBM,"IBM",0.3000000000,137.65,USD,1.07960,,"EUR",38.31,"EUR",,,,,,,,EOF3095601072,0.06,"EUR"
Market buy,2023-06-13 19:56:10,US70450Y1038,PYPL,"PayPal",0.4000000000,63.49,USD,1.07930,,"EUR",23.57,"EUR",,,,,,,,EOF3095601119,0.04,"EUR"
Market buy,2023-06-13 19:56:29,MHY8162K2046,SBLK,"Star Bulk Carriers",2.0000000000,17.82,USD,1.07934,,"EUR",33.07,"EUR",,,,,,,,EOF3095601153,0.05,"EUR"
Market buy,2023-06-13 19:56:56,IL0065100930,ZIM,"ZIM Integrated Shipping Services",3.0000000000,13.22,USD,1.07947,,"EUR",36.80,"EUR",,,,,,,,EOF3095601186,0.06,"EUR"
Market buy,2023-06-13 19:57:44,CA4433003064,HEOFF,"H2O Innovation",10.0000000000,2.22,USD,1.07924,,"EUR",20.60,"EUR",,,,,,,,EOF3095601281,0.03,"EUR"
Market buy,2023-06-13 19:58:04,CA67077M1086,NTR,"Nutrien",0.4000000000,60.40,USD,1.07905,,"EUR",22.42,"EUR",,,,,,,,EOF3095601322,0.03,"EUR"
Market buy,2023-06-13 19:58:27,US6549022043,NOK,"Nokia",10.0000000000,4.10,USD,1.07923,,"EUR",38.05,"EUR",,,,,,,,EOF3095601377,0.06,"EUR"
Market buy,2023-06-13 19:59:00,CA89788C1041,TCNNF,"Trulieve Cannabis",10.0000000000,4.00,USD,1.07903,,"EUR",37.13,"EUR",,,,,,,,EOF3095601485,0.06,"EUR"
Market buy,2023-06-13 19:59:57,US70450Y1038,PYPL,"PayPal",0.1000000000,63.55,USD,1.07894,,"EUR",5.90,"EUR",,,,,,,,EOF3095601688,0.01,"EUR"
Interest on cash,2023-06-13 21:04:27,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",85231c98-8ac9-4af1-ac40-f2dfb4569d3d,,
Interest on cash,2023-06-15 21:03:52,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",9fc56ad2-fc35-4136-985f-b26a1468f5dc,,
Dividend (Dividends paid by us corporations),2023-06-16 14:12:19,US61945C1036,MOS,"Mosaic",5.0003540000,0.17,USD,Not available,,,0.78,"EUR",0.15,USD,,,,,,,,
Dividend (Dividends paid by us corporations),2023-06-16 14:14:48,US6516391066,NEM,"Newmont",3.0546543300,0.34,USD,Not available,,,0.95,"EUR",0.18,USD,,,,,,,,
Interest on cash,2023-06-16 21:03:37,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",0cf3638b-54bc-4759-bc99-737905f64765,,
Interest on cash,2023-06-18 21:03:46,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",92c9cbfb-dec1-4c9f-9b3e-d745353fe35c,,
Market buy,2023-06-20 14:36:16,US00202F1021,AMKBY,"AP Moller Maersk",4.0000000000,8.59,USD,1.09010,,"EUR",31.57,"EUR",,,,,,,,EOF3108515590,0.05,"EUR"
Market buy,2023-06-20 14:36:45,US00202F1021,AMKBY,"AP Moller Maersk",1.0000000000,8.59,USD,1.09010,,"EUR",7.89,"EUR",,,,,,,,EOF3108515630,0.01,"EUR"
Interest on cash,2023-06-20 21:03:50,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",4a893615-0ccd-47fe-ba1f-b79d632fefe4,,
Market buy,2023-06-21 07:12:14,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",500.0000000000,0.07,USD,1.09136,,"EUR",34.09,"EUR",,,,,,,,EOF3108537340,0.05,"EUR"
Interest on cash,2023-06-23 21:03:58,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",54ffdd7e-4c0e-4977-8923-0f9e44206e7b,,
Interest on cash,2023-06-25 21:03:26,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",d5e1b528-8d3e-4a59-9fa0-be63024b68db,,
Market buy,2023-06-26 07:37:26,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",2.0000000000,19.61,USD,1.09007,,"EUR",36.02,"EUR",,,,,,,,EOF3121765554,0.05,"EUR"
Market buy,2023-06-26 17:21:36,CA89788C1041,TCNNF,"Trulieve Cannabis",10.0000000000,4.00,USD,1.09080,,"EUR",36.73,"EUR",,,,,,,,EOF3123038011,0.06,"EUR"
Market buy,2023-06-27 14:27:53,US61945C1036,MOS,"Mosaic",1.0000000000,33.79,USD,1.09601,,"EUR",30.88,"EUR",,,,,,,,EOF3123889247,0.05,"EUR"
Market buy,2023-06-27 14:28:08,US6549022043,NOK,"Nokia",0.7172000000,4.08,USD,1.09594,,"EUR",2.67,"EUR",,,,,,,,EOF3123889301,,
Dividend (Dividends paid by foreign corporations),2023-06-28 09:03:30,MHY8162K2046,SBLK,"Star Bulk Carriers",4.6235540000,0.35,USD,Not available,,,1.48,"EUR",0.00,USD,,,,,,,,
Deposit,2023-06-30 06:45:09,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",6c1cbc0b-941e-47a2-b0ad-ae251c472679,,
Market buy,2023-06-30 09:19:34,GB00B15KXX56,BULL,"WisdomTree Gold",13.0000000000,19.90,USD,1.08401,,"EUR",238.95,"EUR",,,,,,,,EOF3135262382,0.36,"EUR"
Market buy,2023-06-30 09:20:03,GB00B15KXX56,BULL,"WisdomTree Gold",3.8768820000,19.90,USD,1.08387,,"EUR",71.29,"EUR",,,,,,,,EOF3135262513,0.11,"EUR"
Market buy,2023-06-30 09:20:05,GB00B15KXX56,BULL,"WisdomTree Gold",1.1231180000,19.89,USD,1.08388,,"EUR",20.64,"EUR",,,,,,,,EOF3135262516,0.03,"EUR"
Market buy,2023-06-30 09:20:45,GB00B15KXX56,BULL,"WisdomTree Gold",0.8000000000,19.91,USD,1.08400,,"EUR",14.71,"EUR",,,,,,,,EOF3135262661,0.02,"EUR"
Market buy,2023-06-30 09:23:58,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",1.0000000000,17.96,USD,1.08388,,"EUR",16.59,"EUR",,,,,,,,EOF3135262824,0.02,"EUR"
Market buy,2023-06-30 09:26:01,JE00BN7KB664,WEAT,"WisdomTree Wheat",20.0000000000,0.65,USD,1.08403,,"EUR",11.92,"EUR",,,,,,,,EOF3135262872,0.02,"EUR"
Market buy,2023-06-30 09:26:22,JE00B1VS2W53,PHPT,"WisdomTree Physical Platinum",0.5000000000,82.86,USD,1.08398,,"EUR",38.28,"EUR",,,,,,,,EOF3135262887,0.06,"EUR"
Market buy,2023-06-30 09:27:09,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",0.5000000000,17.95,USD,1.08363,,"EUR",8.29,"EUR",,,,,,,,EOF3135262906,0.01,"EUR"
Market buy,2023-06-30 09:28:42,GB00B15KY211,NICK,"WisdomTree Nickel",1.0000000000,18.93,USD,1.08419,,"EUR",17.49,"EUR",,,,,,,,EOF3135262991,0.03,"EUR"
Interest on cash,2023-07-01 21:04:15,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",ea932fee-598e-44bc-b30b-d6858d66a71e,,
Dividend (Ordinary),2023-07-03 12:51:59,CA1130041058,BAM,"Brookfield Asset Management",2.0000000000,0.27,USD,Not available,,,0.50,"EUR",0.10,USD,,,,,,,,
Dividend (Dividends paid by foreign corporations),2023-07-04 14:25:20,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.1500000000,0.35,USD,Not available,,,0.05,"EUR",0.00,USD,,,,,,,,
Dividend (Dividends paid by us corporations),2023-07-04 14:28:26,US0126531013,ALB,"Albemarle",0.3373253200,0.34,USD,Not available,,,0.11,"EUR",0.02,USD,,,,,,,,
Interest on cash,2023-07-05 21:03:42,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",cff9fc65-a6d3-4046-a8e0-4c185732e19d,,
Market buy,2023-07-07 13:42:45,US01609W1027,AHLA,"Alibaba",0.7600000000,80.85,EUR,1.00000,,"EUR",61.45,"EUR",,,,,,,,EOF3156585742,,
Market buy,2023-07-07 13:42:56,US01609W1027,AHLA,"Alibaba",0.0400000000,80.75,EUR,1.00000,,"EUR",3.23,"EUR",,,,,,,,EOF3156585819,,
Deposit,2023-07-10 07:11:21,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",99d3d9e8-2dd7-4556-a3e6-c50c329b12c4,,
Limit buy,2023-07-10 12:45:01,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",1.5000000000,16.99,USD,1.09486,,"EUR",23.30,"EUR",,,,,,,,EOF3157688197,0.03,"EUR"
Market buy,2023-07-10 13:08:15,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",20.0000000000,3.87,USD,1.09525,,"EUR",70.76,"EUR",,,,,,,,EOF3157690653,0.11,"EUR"
Market buy,2023-07-10 13:08:17,XS2399367684,SMHS,"Leverage Shares -3x Short Semiconductors",20.0000000000,1.26,USD,1.09548,,"EUR",23.07,"EUR",,,,,,,,EOF3157690656,0.03,"EUR"
Market buy,2023-07-10 13:08:47,LU1900066207,LBRA,"Amundi MSCI Brazil (Acc)",3.0000000000,19.70,EUR,1.00000,,"EUR",59.11,"EUR",,,,,,,,EOF3157690688,,
Market buy,2023-07-10 13:08:49,LU0832435464,VOOL,"Amundi S&P 500 VIX Futures Enhanced Roll (Acc)",50.0000000000,1.69,EUR,1.00000,,"EUR",84.26,"EUR",,,,,,,,EOF3157690689,,
Market buy,2023-07-10 13:09:33,LU0832435464,VOOL,"Amundi S&P 500 VIX Futures Enhanced Roll (Acc)",10.0000000000,1.69,EUR,1.00000,,"EUR",16.85,"EUR",,,,,,,,EOF3157690733,,
Market buy,2023-07-10 13:14:56,JE00BN7KB664,WEAT,"WisdomTree Wheat",40.0000000000,0.62,USD,1.09555,,"EUR",22.74,"EUR",,,,,,,,EOF3157691196,0.03,"EUR"
Market buy,2023-07-10 13:31:00,US00202F1021,AMKBY,"AP Moller Maersk",2.5000000000,9.19,USD,1.09613,,"EUR",20.99,"EUR",,,,,,,,EOF3157693158,0.03,"EUR"
Market buy,2023-07-10 13:31:17,US1252691001,CF,"CF Industries",0.5000000000,70.34,USD,1.09598,,"EUR",32.14,"EUR",,,,,,,,EOF3158557263,0.05,"EUR"
Interest on cash,2023-07-11 21:03:33,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",ed0108e5-9c56-40a9-a073-abfe1318c129,,
Dividend (Dividends paid by foreign corporations),2023-07-12 09:49:29,US8740602052,TAK,"Takeda Pharmaceutical",6.0000000000,0.26,USD,Not available,,,1.43,"EUR",0.28,USD,,,,,,,,
Limit buy,2023-07-12 14:41:58,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",30.0000000000,3.65,USD,1.11148,,"EUR",98.64,"EUR",,,,,,,,EOF3165380040,0.15,"EUR"
Market buy,2023-07-14 14:15:27,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",502.0520000000,0.05,USD,1.12317,,"EUR",23.82,"EUR",,,,,,,,EOF3168734060,0.04,"EUR"
Market buy,2023-07-14 16:48:04,CA89788C1041,TCNNF,"Trulieve Cannabis",5.0000000000,4.72,USD,1.12380,,"EUR",21.03,"EUR",,,,,,,,EOF3169379043,0.03,"EUR"
Market buy,2023-07-14 16:48:24,CA67077M1086,NTR,"Nutrien",0.0600000000,60.64,USD,1.12296,,"EUR",3.24,"EUR",,,,,,,,EOF3169379187,,
Market buy,2023-07-14 16:48:58,US4592001014,IBM,"IBM",0.2000000000,133.14,USD,1.12401,,"EUR",23.73,"EUR",,,,,,,,EOF3169379327,0.04,"EUR"
Market buy,2023-07-14 16:50:31,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.3500000000,12.76,USD,1.12493,,"EUR",3.98,"EUR",,,,,,,,EOF3169379501,0.01,"EUR"
Dividend (Ordinary),2023-07-17 11:47:31,CA67077M1086,NTR,"Nutrien",2.9418634000,0.45,USD,Not available,,,1.18,"EUR",0.23,USD,,,,,,,,
Dividend (Dividends paid by foreign corporations),2023-07-17 11:54:50,US8740391003,TSM,"Taiwan Semiconductor Manufacturing",0.5869874000,0.35,USD,Not available,,,0.18,"EUR",0.05,USD,,,,,,,,
